Time,pAkt,pSmad2,pErk,pS6K,GrowthFactors_indep,TGFb_indep,Everolimus_indep,AZD_indep,MK2206_indep,ExperimentIndicator_indep
72,0.232639382282903,1.06603599677288,0.178298761781847,0.33707838029575704,1,0.005,1,0,0,12
