Time,pAkt,pSmad2,pErk,pS6K,GrowthFactors_indep,TGFb_indep,Everolimus_indep,AZD_indep,MK2206_indep,ExperimentIndicator_indep
72,0.467137403,0.442795014,0.568874508,3.1411568,1,0.005,0,0,0,1
