,Time,pAkt,pSmad2,pErk,pS6K,GrowthFactors_indep,TGFb_indep,Everolimus_indep,AZD_indep,MK2206_indep,ExperimentIndicator_indep
0,72,0.263366439,1.0719187490000002,0.036839976,2.50574593,1,0.005,0,1,0,5
