ModelID,Topology,RSS,AICc,AICc Rank,RSS Rank,f
0,Null,1.39868,-693.9871708173696,0,225,0
1,MekPhosByAkt,0.607984,-402.98361247886174,1,42,42
2,PI3KPhosByTGFbR,1.2831700000000001,-389.53868722365087,3,201,603
3,ErkPhosByAkt,1.83063,-383.14280858386354,8,255,2040
4,PI3KDephosByErk,1.28813,-389.4692436653444,4,202,808
5,MekPhosByPI3K,1.29693,-389.3466928449591,5,205,1025
6,PI3KPhosByMek,1.38012,-388.2276235077446,6,219,1314
7,MekDephosByAkt,0.708774,-400.2226257595643,2,87,174
8,RafDephosByAkt,1.3867399999999999,-388.14148960333307,7,222,1554
9,MekPhosByAkt_PI3KPhosByTGFbR,1.5608899999999999,-284.0120805569059,36,252,9072
10,MekPhosByAkt_ErkPhosByAkt,1.23343,-288.25031132892855,25,187,4675
11,MekPhosByAkt_PI3KDephosByErk,1.06208,-290.94256515024045,19,152,2888
12,MekPhosByAkt_MekPhosByPI3K,1.3144200000000001,-287.1055725756511,30,212,6360
13,MekPhosByAkt_PI3KPhosByMek,1.4840200000000001,-284.92110845075115,35,238,8330
14,MekPhosByAkt_MekDephosByAkt,1.11214,-290.1135420728133,21,163,3423
15,MekPhosByAkt_RafDephosByAkt,1.3349,-286.82727675389907,31,213,6603
16,PI3KPhosByTGFbR_ErkPhosByAkt,1.1319299999999999,-289.79605711469435,23,169,3887
17,PI3KPhosByTGFbR_PI3KDephosByErk,1.2828,-287.5438782430674,27,200,5400
18,PI3KPhosByTGFbR_MekPhosByPI3K,1.29751,-287.33864486529956,28,206,5768
19,PI3KPhosByTGFbR_PI3KPhosByMek,1.27801,-287.6112163904154,26,199,5174
20,PI3KPhosByTGFbR_MekDephosByAkt,1.1061299999999998,-290.21107777829206,20,162,3240
21,PI3KPhosByTGFbR_RafDephosByAkt,0.652506,-299.7115206417858,11,55,605
22,ErkPhosByAkt_PI3KDephosByErk,1.45193,-285.3146049363971,33,233,7689
23,ErkPhosByAkt_MekPhosByPI3K,1.2232399999999999,-288.3996362703531,24,186,4464
24,ErkPhosByAkt_PI3KPhosByMek,0.497208,-304.60413457079886,9,30,270
25,ErkPhosByAkt_MekDephosByAkt,0.5856060000000001,-301.6586369108769,10,35,350
26,ErkPhosByAkt_RafDephosByAkt,0.956161,-292.8336131033599,16,139,2224
27,PI3KDephosByErk_MekPhosByPI3K,1.44175,-285.44125387889005,32,230,7360
28,PI3KDephosByErk_PI3KPhosByMek,1.30472,-287.2388993915335,29,208,6032
29,PI3KDephosByErk_MekDephosByAkt,0.758016,-297.0136057790271,13,98,1274
30,PI3KDephosByErk_RafDephosByAkt,0.8303149999999999,-295.3737940202545,14,109,1526
31,MekPhosByPI3K_PI3KPhosByMek,1.12944,-289.8356968181605,22,167,3674
32,MekPhosByPI3K_MekDephosByAkt,0.669339,-299.2530548154331,12,70,840
33,MekPhosByPI3K_RafDephosByAkt,0.994609,-292.1239921519453,17,146,2482
34,PI3KPhosByMek_MekDephosByAkt,1.45456,-285.2820295530856,34,234,7956
35,PI3KPhosByMek_RafDephosByAkt,0.892164,-294.0805871645205,15,122,1830
36,MekDephosByAkt_RafDephosByAkt,1.04742,-291.19275168564405,18,151,2718
37,MekPhosByAkt_PI3KPhosByTGFbR_ErkPhosByAkt,1.11468,-239.07247901443571,64,164,10496
38,MekPhosByAkt_PI3KPhosByTGFbR_PI3KDephosByErk,1.30831,-236.18943953790915,79,209,16511
39,MekPhosByAkt_PI3KPhosByTGFbR_MekPhosByPI3K,1.30905,-236.1792613428157,80,210,16800
40,MekPhosByAkt_PI3KPhosByTGFbR_PI3KPhosByMek,1.49938,-233.73576123420784,91,243,22113
41,MekPhosByAkt_PI3KPhosByTGFbR_MekDephosByAkt,0.673724,-248.13551709686078,50,77,3850
42,MekPhosByAkt_PI3KPhosByTGFbR_RafDephosByAkt,1.1561299999999999,-238.4152836699845,68,174,11832
43,MekPhosByAkt_ErkPhosByAkt_PI3KDephosByErk,1.3848200000000002,-235.16642863083274,84,221,18564
44,MekPhosByAkt_ErkPhosByAkt_MekPhosByPI3K,1.57027,-232.9042352183924,93,254,23622
45,MekPhosByAkt_ErkPhosByAkt_PI3KPhosByMek,1.16144,-238.33280058015188,69,175,12075
46,MekPhosByAkt_ErkPhosByAkt_MekDephosByAkt,1.02973,-240.49935226693037,60,150,9000
47,MekPhosByAkt_ErkPhosByAkt_RafDephosByAkt,1.15431,-238.44364191064517,67,173,11591
48,MekPhosByAkt_PI3KDephosByErk_MekPhosByPI3K,1.35165,-235.60282241152464,83,217,18011
49,MekPhosByAkt_PI3KDephosByErk_PI3KPhosByMek,0.6715939999999999,-248.1925148208728,47,72,3384
