FourE_BP1_obs	FourE_BP1pT37_46_obs	Akt_obs	AktpS473_obs	AktpT308_obs	Coomassie _obs	ERK_obs	GAPDH_obs	IRS1_obs	IRS1pS636_639_obs	PRAS40_obs	PRAS40pS183_obs	PRAS40pT246_obs	S6K_obs	S6KpT229_obs	S6KpT389_obs	TSC2_obs	TSC2pT1462_obs	Insulin_indep
0.45827191095507175	0.4881694032984871	1.2419973701356968	0.3925861690112741	0.4862434153348463	1.0	1.3050480375762505	1.436381856898352	1.7007893353867916	0.8613332330041832	0.981967703124733	0.5169321157777665	0.387190293625456	1.330735067509645	0.6954510552064007	0.39565630119051093	1.1360333128444846	0.6449574617703274	0.05
