ModelID,Topology,RSS,AICc,AICc Rank,RSS Rank,f
42,MekPhosByAkt_PI3KPhosByTGFbR_RafDephosByAkt,,,148,148,21904
43,MekPhosByAkt_ErkPhosByAkt_PI3KDephosByErk,,,149,149,22201
44,MekPhosByAkt_ErkPhosByAkt_MekPhosByPI3K,,,150,150,22500
45,MekPhosByAkt_ErkPhosByAkt_PI3KPhosByMek,,,151,151,22801
46,MekPhosByAkt_ErkPhosByAkt_MekDephosByAkt,,,152,152,23104
47,MekPhosByAkt_ErkPhosByAkt_RafDephosByAkt,,,153,153,23409
48,MekPhosByAkt_PI3KDephosByErk_MekPhosByPI3K,,,154,154,23716
49,MekPhosByAkt_PI3KDephosByErk_PI3KPhosByMek,,,155,155,24025
50,MekPhosByAkt_PI3KDephosByErk_MekDephosByAkt,,,156,156,24336
51,MekPhosByAkt_PI3KDephosByErk_RafDephosByAkt,,,157,157,24649
52,MekPhosByAkt_MekPhosByPI3K_PI3KPhosByMek,,,158,158,24964
53,MekPhosByAkt_MekPhosByPI3K_MekDephosByAkt,,,159,159,25281
54,MekPhosByAkt_MekPhosByPI3K_RafDephosByAkt,,,160,160,25600
55,MekPhosByAkt_PI3KPhosByMek_MekDephosByAkt,,,161,161,25921
56,MekPhosByAkt_PI3KPhosByMek_RafDephosByAkt,,,162,162,26244
57,MekPhosByAkt_MekDephosByAkt_RafDephosByAkt,,,163,163,26569
58,PI3KPhosByTGFbR_ErkPhosByAkt_PI3KDephosByErk,,,164,164,26896
59,PI3KPhosByTGFbR_ErkPhosByAkt_MekPhosByPI3K,,,165,165,27225
60,PI3KPhosByTGFbR_ErkPhosByAkt_PI3KPhosByMek,,,166,166,27556
61,PI3KPhosByTGFbR_ErkPhosByAkt_MekDephosByAkt,,,167,167,27889
62,PI3KPhosByTGFbR_ErkPhosByAkt_RafDephosByAkt,,,168,168,28224
63,PI3KPhosByTGFbR_PI3KDephosByErk_MekPhosByPI3K,,,169,169,28561
64,PI3KPhosByTGFbR_PI3KDephosByErk_PI3KPhosByMek,,,170,170,28900
65,PI3KPhosByTGFbR_PI3KDephosByErk_MekDephosByAkt,,,171,171,29241
66,PI3KPhosByTGFbR_PI3KDephosByErk_RafDephosByAkt,,,172,172,29584
67,PI3KPhosByTGFbR_MekPhosByPI3K_PI3KPhosByMek,,,173,173,29929
68,PI3KPhosByTGFbR_MekPhosByPI3K_MekDephosByAkt,,,174,174,30276
69,PI3KPhosByTGFbR_MekPhosByPI3K_RafDephosByAkt,,,175,175,30625
70,PI3KPhosByTGFbR_PI3KPhosByMek_MekDephosByAkt,,,176,176,30976
71,PI3KPhosByTGFbR_PI3KPhosByMek_RafDephosByAkt,,,177,177,31329
72,PI3KPhosByTGFbR_MekDephosByAkt_RafDephosByAkt,,,178,178,31684
73,ErkPhosByAkt_PI3KDephosByErk_MekPhosByPI3K,,,179,179,32041
74,ErkPhosByAkt_PI3KDephosByErk_PI3KPhosByMek,,,180,180,32400
75,ErkPhosByAkt_PI3KDephosByErk_MekDephosByAkt,,,181,181,32761
76,ErkPhosByAkt_PI3KDephosByErk_RafDephosByAkt,,,182,182,33124
77,ErkPhosByAkt_MekPhosByPI3K_PI3KPhosByMek,,,183,183,33489
78,ErkPhosByAkt_MekPhosByPI3K_MekDephosByAkt,,,184,184,33856
79,ErkPhosByAkt_MekPhosByPI3K_RafDephosByAkt,,,185,185,34225
80,ErkPhosByAkt_PI3KPhosByMek_MekDephosByAkt,,,186,186,34596
81,ErkPhosByAkt_PI3KPhosByMek_RafDephosByAkt,,,187,187,34969
82,ErkPhosByAkt_MekDephosByAkt_RafDephosByAkt,,,188,188,35344
83,PI3KDephosByErk_MekPhosByPI3K_PI3KPhosByMek,,,189,189,35721
84,PI3KDephosByErk_MekPhosByPI3K_MekDephosByAkt,,,190,190,36100
85,PI3KDephosByErk_MekPhosByPI3K_RafDephosByAkt,,,191,191,36481
86,PI3KDephosByErk_PI3KPhosByMek_MekDephosByAkt,,,192,192,36864
87,PI3KDephosByErk_PI3KPhosByMek_RafDephosByAkt,,,193,193,37249
88,PI3KDephosByErk_MekDephosByAkt_RafDephosByAkt,,,194,194,37636
89,MekPhosByPI3K_PI3KPhosByMek_MekDephosByAkt,,,195,195,38025
90,MekPhosByPI3K_PI3KPhosByMek_RafDephosByAkt,,,196,196,38416
91,MekPhosByPI3K_MekDephosByAkt_RafDephosByAkt,,,197,197,38809
92,PI3KPhosByMek_MekDephosByAkt_RafDephosByAkt,,,198,198,39204
93,MekPhosByAkt_PI3KPhosByTGFbR_ErkPhosByAkt_PI3KDephosByErk,,,199,199,39601
94,MekPhosByAkt_PI3KPhosByTGFbR_ErkPhosByAkt_MekPhosByPI3K,,,200,200,40000
95,MekPhosByAkt_PI3KPhosByTGFbR_ErkPhosByAkt_PI3KPhosByMek,,,201,201,40401
96,MekPhosByAkt_PI3KPhosByTGFbR_ErkPhosByAkt_MekDephosByAkt,,,202,202,40804
97,MekPhosByAkt_PI3KPhosByTGFbR_ErkPhosByAkt_RafDephosByAkt,,,203,203,41209
98,MekPhosByAkt_PI3KPhosByTGFbR_PI3KDephosByErk_MekPhosByPI3K,,,204,204,41616
99,MekPhosByAkt_PI3KPhosByTGFbR_PI3KDephosByErk_PI3KPhosByMek,,,205,205,42025
100,MekPhosByAkt_PI3KPhosByTGFbR_PI3KDephosByErk_MekDephosByAkt,,,206,206,42436
101,MekPhosByAkt_PI3KPhosByTGFbR_PI3KDephosByErk_RafDephosByAkt,,,207,207,42849
102,MekPhosByAkt_PI3KPhosByTGFbR_MekPhosByPI3K_PI3KPhosByMek,,,208,208,43264
103,MekPhosByAkt_PI3KPhosByTGFbR_MekPhosByPI3K_MekDephosByAkt,,,209,209,43681
104,MekPhosByAkt_PI3KPhosByTGFbR_MekPhosByPI3K_RafDephosByAkt,,,210,210,44100
105,MekPhosByAkt_PI3KPhosByTGFbR_PI3KPhosByMek_MekDephosByAkt,,,211,211,44521
106,MekPhosByAkt_PI3KPhosByTGFbR_PI3KPhosByMek_RafDephosByAkt,,,212,212,44944
107,MekPhosByAkt_PI3KPhosByTGFbR_MekDephosByAkt_RafDephosByAkt,,,213,213,45369
108,MekPhosByAkt_ErkPhosByAkt_PI3KDephosByErk_MekPhosByPI3K,,,214,214,45796
109,MekPhosByAkt_ErkPhosByAkt_PI3KDephosByErk_PI3KPhosByMek,,,215,215,46225
110,MekPhosByAkt_ErkPhosByAkt_PI3KDephosByErk_MekDephosByAkt,,,216,216,46656
111,MekPhosByAkt_ErkPhosByAkt_PI3KDephosByErk_RafDephosByAkt,,,217,217,47089
112,MekPhosByAkt_ErkPhosByAkt_MekPhosByPI3K_PI3KPhosByMek,,,218,218,47524
113,MekPhosByAkt_ErkPhosByAkt_MekPhosByPI3K_MekDephosByAkt,,,219,219,47961
114,MekPhosByAkt_ErkPhosByAkt_MekPhosByPI3K_RafDephosByAkt,,,220,220,48400
115,MekPhosByAkt_ErkPhosByAkt_PI3KPhosByMek_MekDephosByAkt,,,221,221,48841
116,MekPhosByAkt_ErkPhosByAkt_PI3KPhosByMek_RafDephosByAkt,,,222,222,49284
117,MekPhosByAkt_ErkPhosByAkt_MekDephosByAkt_RafDephosByAkt,,,223,223,49729
118,MekPhosByAkt_PI3KDephosByErk_MekPhosByPI3K_PI3KPhosByMek,,,224,224,50176
119,MekPhosByAkt_PI3KDephosByErk_MekPhosByPI3K_MekDephosByAkt,,,225,225,50625
120,MekPhosByAkt_PI3KDephosByErk_MekPhosByPI3K_RafDephosByAkt,,,226,226,51076
121,MekPhosByAkt_PI3KDephosByErk_PI3KPhosByMek_MekDephosByAkt,,,227,227,51529
122,MekPhosByAkt_PI3KDephosByErk_PI3KPhosByMek_RafDephosByAkt,,,228,228,51984
123,MekPhosByAkt_PI3KDephosByErk_MekDephosByAkt_RafDephosByAkt,,,229,229,52441
124,MekPhosByAkt_MekPhosByPI3K_PI3KPhosByMek_MekDephosByAkt,,,230,230,52900
125,MekPhosByAkt_MekPhosByPI3K_PI3KPhosByMek_RafDephosByAkt,,,231,231,53361
126,MekPhosByAkt_MekPhosByPI3K_MekDephosByAkt_RafDephosByAkt,,,232,232,53824
127,MekPhosByAkt_PI3KPhosByMek_MekDephosByAkt_RafDephosByAkt,,,233,233,54289
128,PI3KPhosByTGFbR_ErkPhosByAkt_PI3KDephosByErk_MekPhosByPI3K,,,234,234,54756
129,PI3KPhosByTGFbR_ErkPhosByAkt_PI3KDephosByErk_PI3KPhosByMek,,,235,235,55225
130,PI3KPhosByTGFbR_ErkPhosByAkt_PI3KDephosByErk_MekDephosByAkt,,,236,236,55696
131,PI3KPhosByTGFbR_ErkPhosByAkt_PI3KDephosByErk_RafDephosByAkt,,,237,237,56169
132,PI3KPhosByTGFbR_ErkPhosByAkt_MekPhosByPI3K_PI3KPhosByMek,,,238,238,56644
133,PI3KPhosByTGFbR_ErkPhosByAkt_MekPhosByPI3K_MekDephosByAkt,,,239,239,57121
134,PI3KPhosByTGFbR_ErkPhosByAkt_MekPhosByPI3K_RafDephosByAkt,,,240,240,57600
135,PI3KPhosByTGFbR_ErkPhosByAkt_PI3KPhosByMek_MekDephosByAkt,,,241,241,58081
136,PI3KPhosByTGFbR_ErkPhosByAkt_PI3KPhosByMek_RafDephosByAkt,,,242,242,58564
137,PI3KPhosByTGFbR_ErkPhosByAkt_MekDephosByAkt_RafDephosByAkt,,,243,243,59049
138,PI3KPhosByTGFbR_PI3KDephosByErk_MekPhosByPI3K_PI3KPhosByMek,,,244,244,59536
139,PI3KPhosByTGFbR_PI3KDephosByErk_MekPhosByPI3K_MekDephosByAkt,,,245,245,60025
140,PI3KPhosByTGFbR_PI3KDephosByErk_MekPhosByPI3K_RafDephosByAkt,,,246,246,60516
141,PI3KPhosByTGFbR_PI3KDephosByErk_PI3KPhosByMek_MekDephosByAkt,,,247,247,61009
142,PI3KPhosByTGFbR_PI3KDephosByErk_PI3KPhosByMek_RafDephosByAkt,,,248,248,61504
143,PI3KPhosByTGFbR_PI3KDephosByErk_MekDephosByAkt_RafDephosByAkt,,,249,249,62001
144,PI3KPhosByTGFbR_MekPhosByPI3K_PI3KPhosByMek_MekDephosByAkt,,,250,250,62500
145,PI3KPhosByTGFbR_MekPhosByPI3K_PI3KPhosByMek_RafDephosByAkt,,,251,251,63001
146,PI3KPhosByTGFbR_MekPhosByPI3K_MekDephosByAkt_RafDephosByAkt,,,252,252,63504
147,PI3KPhosByTGFbR_PI3KPhosByMek_MekDephosByAkt_RafDephosByAkt,,,253,253,64009
148,ErkPhosByAkt_PI3KDephosByErk_MekPhosByPI3K_PI3KPhosByMek,,,254,254,64516
149,ErkPhosByAkt_PI3KDephosByErk_MekPhosByPI3K_MekDephosByAkt,,,255,255,65025
150,ErkPhosByAkt_PI3KDephosByErk_MekPhosByPI3K_RafDephosByAkt,0.12882000000000002,-102.41095017181672,91,98,8918
151,ErkPhosByAkt_PI3KDephosByErk_PI3KPhosByMek_MekDephosByAkt,0.0639803,-110.80904046353348,56,57,3192
152,ErkPhosByAkt_PI3KDephosByErk_PI3KPhosByMek_RafDephosByAkt,0.0674872,-110.16868774203905,58,61,3538
153,ErkPhosByAkt_PI3KDephosByErk_MekDephosByAkt_RafDephosByAkt,0.104674,-104.90173404348087,67,90,6030
154,ErkPhosByAkt_MekPhosByPI3K_PI3KPhosByMek_MekDephosByAkt,0.0669336,-110.26753014677837,57,59,3363
155,ErkPhosByAkt_MekPhosByPI3K_PI3KPhosByMek_RafDephosByAkt,0.0123384,-130.55934694011444,40,44,1760
156,ErkPhosByAkt_MekPhosByPI3K_MekDephosByAkt_RafDephosByAkt,0.10466800000000001,-104.90242191309154,66,87,5742
157,ErkPhosByAkt_PI3KPhosByMek_MekDephosByAkt_RafDephosByAkt,0.046225699999999995,-114.70951209949072,51,52,2652
158,PI3KDephosByErk_MekPhosByPI3K_PI3KPhosByMek_MekDephosByAkt,0.0460041,-114.76717686981769,50,51,2550
159,PI3KDephosByErk_MekPhosByPI3K_PI3KPhosByMek_RafDephosByAkt,0.0695472,-109.80787524021248,59,62,3658
160,PI3KDephosByErk_MekPhosByPI3K_MekDephosByAkt_RafDephosByAkt,0.105683,-104.7866145764859,68,95,6460
161,PI3KDephosByErk_PI3KPhosByMek_MekDephosByAkt_RafDephosByAkt,0.125889,-102.68713634959448,90,97,8730
162,MekPhosByPI3K_PI3KPhosByMek_MekDephosByAkt_RafDephosByAkt,0.05664980000000001,-112.26928166102984,54,55,2970
163,MekPhosByAkt_PI3KPhosByTGFbR_ErkPhosByAkt_PI3KDephosByErk_MekPhosByPI3K,0.101482,-103.27336583099623,73,72,5256
164,MekPhosByAkt_PI3KPhosByTGFbR_ErkPhosByAkt_PI3KDephosByErk_PI3KPhosByMek,0.00658989,-136.08550326823053,29,31,899
165,MekPhosByAkt_PI3KPhosByTGFbR_ErkPhosByAkt_PI3KDephosByErk_MekDephosByAkt,0.102121,-103.19804252852444,79,80,6320
166,MekPhosByAkt_PI3KPhosByTGFbR_ErkPhosByAkt_PI3KDephosByErk_RafDephosByAkt,0.10216599999999999,-103.19275584842502,81,83,6723
167,MekPhosByAkt_PI3KPhosByTGFbR_ErkPhosByAkt_MekPhosByPI3K_PI3KPhosByMek,0.00447243,-140.73676052432404,0,0,0
168,MekPhosByAkt_PI3KPhosByTGFbR_ErkPhosByAkt_MekPhosByPI3K_MekDephosByAkt,0.102153,-103.19428287234555,80,82,6560
169,MekPhosByAkt_PI3KPhosByTGFbR_ErkPhosByAkt_MekPhosByPI3K_RafDephosByAkt,0.101502,-103.27100111258713,76,75,5700
170,MekPhosByAkt_PI3KPhosByTGFbR_ErkPhosByAkt_PI3KPhosByMek_MekDephosByAkt,0.00447712,-140.72418335448825,1,2,2
171,MekPhosByAkt_PI3KPhosByTGFbR_ErkPhosByAkt_PI3KPhosByMek_RafDephosByAkt,0.00528132,-138.74183034756112,10,21,210
172,MekPhosByAkt_PI3KPhosByTGFbR_ErkPhosByAkt_MekDephosByAkt_RafDephosByAkt,0.10148,-103.27360232846867,72,71,5112
173,MekPhosByAkt_PI3KPhosByTGFbR_PI3KDephosByErk_MekPhosByPI3K_PI3KPhosByMek,0.00533251,-138.62607858538615,12,23,276
174,MekPhosByAkt_PI3KPhosByTGFbR_PI3KDephosByErk_MekPhosByPI3K_MekDephosByAkt,0.101483,-103.27324758400783,74,73,5402
175,MekPhosByAkt_PI3KPhosByTGFbR_PI3KDephosByErk_MekPhosByPI3K_RafDephosByAkt,0.394521,-86.97987469554178,105,105,11025
176,MekPhosByAkt_PI3KPhosByTGFbR_PI3KDephosByErk_PI3KPhosByMek_MekDephosByAkt,0.00554376,-138.1598674943544,14,25,350
177,MekPhosByAkt_PI3KPhosByTGFbR_PI3KDephosByErk_PI3KPhosByMek_RafDephosByAkt,0.00891276,-132.46213565133655,36,37,1332
178,MekPhosByAkt_PI3KPhosByTGFbR_PI3KDephosByErk_MekDephosByAkt_RafDephosByAkt,0.101495,-103.27182871102487,75,74,5550
179,MekPhosByAkt_PI3KPhosByTGFbR_MekPhosByPI3K_PI3KPhosByMek_MekDephosByAkt,0.0101805,-130.86625363528424,39,39,1521
180,MekPhosByAkt_PI3KPhosByTGFbR_MekPhosByPI3K_PI3KPhosByMek_RafDephosByAkt,0.00596639,-137.27823849258021,22,29,638
181,MekPhosByAkt_PI3KPhosByTGFbR_MekPhosByPI3K_MekDephosByAkt_RafDephosByAkt,0.101734,-103.24360437963362,77,77,5929
182,MekPhosByAkt_PI3KPhosByTGFbR_PI3KPhosByMek_MekDephosByAkt_RafDephosByAkt,0.00896149,-132.39670505159035,37,38,1406
183,MekPhosByAkt_ErkPhosByAkt_PI3KDephosByErk_MekPhosByPI3K_PI3KPhosByMek,0.00574434,-137.73336287890535,17,26,442
184,MekPhosByAkt_ErkPhosByAkt_PI3KDephosByErk_MekPhosByPI3K_MekDephosByAkt,0.104674,-102.90173404348087,86,91,7826
185,MekPhosByAkt_ErkPhosByAkt_PI3KDephosByErk_MekPhosByPI3K_RafDephosByAkt,0.10471400000000002,-102.89714925346578,88,94,8272
186,MekPhosByAkt_ErkPhosByAkt_PI3KDephosByErk_PI3KPhosByMek_MekDephosByAkt,0.010555,-130.43274696963823,41,40,1640
187,MekPhosByAkt_ErkPhosByAkt_PI3KDephosByErk_PI3KPhosByMek_RafDephosByAkt,0.0050342,-139.31688763610936,4,17,68
188,MekPhosByAkt_ErkPhosByAkt_PI3KDephosByErk_MekDephosByAkt_RafDephosByAkt,0.104675,-102.90161940237917,87,93,8091
189,MekPhosByAkt_ErkPhosByAkt_MekPhosByPI3K_PI3KPhosByMek_MekDephosByAkt,0.104556,-102.91526938879585,83,86,7138
190,MekPhosByAkt_ErkPhosByAkt_MekPhosByPI3K_PI3KPhosByMek_RafDephosByAkt,0.032072199999999995,-117.09606780976367,48,49,2352
191,MekPhosByAkt_ErkPhosByAkt_MekPhosByPI3K_MekDephosByAkt_RafDephosByAkt,0.10616800000000001,-102.73167020362226,89,96,8544
192,MekPhosByAkt_ErkPhosByAkt_PI3KPhosByMek_MekDephosByAkt_RafDephosByAkt,0.0454024,-112.9251635402072,52,50,2600
193,MekPhosByAkt_PI3KDephosByErk_MekPhosByPI3K_PI3KPhosByMek_MekDephosByAkt,0.302672,-90.16014661416196,101,104,10504
194,MekPhosByAkt_PI3KDephosByErk_MekPhosByPI3K_PI3KPhosByMek_RafDephosByAkt,0.047343199999999995,-112.42286477026708,53,53,2809
195,MekPhosByAkt_PI3KDephosByErk_MekPhosByPI3K_MekDephosByAkt_RafDephosByAkt,0.10467,-102.90219261884013,84,88,7392
196,MekPhosByAkt_PI3KDephosByErk_PI3KPhosByMek_MekDephosByAkt_RafDephosByAkt,0.0672055,-108.21888207222493,61,60,3660
197,MekPhosByAkt_MekPhosByPI3K_PI3KPhosByMek_MekDephosByAkt_RafDephosByAkt,0.0125836,-128.32321059897737,43,46,1978
198,PI3KPhosByTGFbR_ErkPhosByAkt_PI3KDephosByErk_MekPhosByPI3K_PI3KPhosByMek,0.00612585,-136.96173287749087,24,30,720
199,PI3KPhosByTGFbR_ErkPhosByAkt_PI3KDephosByErk_MekPhosByPI3K_MekDephosByAkt,0.10148,-103.27360232846867,71,70,4970
200,PI3KPhosByTGFbR_ErkPhosByAkt_PI3KDephosByErk_MekPhosByPI3K_RafDephosByAkt,0.10147300000000001,-103.27443010632891,70,67,4690
201,PI3KPhosByTGFbR_ErkPhosByAkt_PI3KDephosByErk_PI3KPhosByMek_MekDephosByAkt,0.00763564,-134.3180220294418,33,35,1155
202,PI3KPhosByTGFbR_ErkPhosByAkt_PI3KDephosByErk_PI3KPhosByMek_RafDephosByAkt,0.00506616,-139.2409455350362,5,19,95
203,PI3KPhosByTGFbR_ErkPhosByAkt_PI3KDephosByErk_MekDephosByAkt_RafDephosByAkt,0.102023,-103.20956380850657,78,78,6084
204,PI3KPhosByTGFbR_ErkPhosByAkt_MekPhosByPI3K_PI3KPhosByMek_MekDephosByAkt,0.00449657,-140.67216453826168,2,5,10
205,PI3KPhosByTGFbR_ErkPhosByAkt_MekPhosByPI3K_PI3KPhosByMek_RafDephosByAkt,0.00592443,-137.3629293869002,21,28,588
206,PI3KPhosByTGFbR_ErkPhosByAkt_MekPhosByPI3K_MekDephosByAkt_RafDephosByAkt,0.101472,-103.2745483649704,69,66,4554
207,PI3KPhosByTGFbR_ErkPhosByAkt_PI3KPhosByMek_MekDephosByAkt_RafDephosByAkt,0.00456966,-140.47867749857397,3,8,24
208,PI3KPhosByTGFbR_PI3KDephosByErk_MekPhosByPI3K_PI3KPhosByMek_MekDephosByAkt,0.0225669,-121.31413237407222,47,47,2209
209,PI3KPhosByTGFbR_PI3KDephosByErk_MekPhosByPI3K_PI3KPhosByMek_RafDephosByAkt,0.00583099,-137.55370157803952,19,27,513
210,PI3KPhosByTGFbR_PI3KDephosByErk_MekPhosByPI3K_MekDephosByAkt_RafDephosByAkt,0.10269500000000001,-103.13078198215031,82,85,6970
211,PI3KPhosByTGFbR_PI3KDephosByErk_PI3KPhosByMek_MekDephosByAkt_RafDephosByAkt,0.302239,-90.17732600381579,100,103,10300
212,PI3KPhosByTGFbR_MekPhosByPI3K_PI3KPhosByMek_MekDephosByAkt_RafDephosByAkt,0.00727227,-134.9031213264561,32,34,1088
213,ErkPhosByAkt_PI3KDephosByErk_MekPhosByPI3K_PI3KPhosByMek_MekDephosByAkt,0.0735435,-107.13741833059531,63,65,4095
214,ErkPhosByAkt_PI3KDephosByErk_MekPhosByPI3K_PI3KPhosByMek_RafDephosByAkt,0.0499073,-111.78993572952653,55,54,2970
215,ErkPhosByAkt_PI3KDephosByErk_MekPhosByPI3K_MekDephosByAkt_RafDephosByAkt,0.104674,-102.90173404348087,85,92,7820
216,ErkPhosByAkt_PI3KDephosByErk_PI3KPhosByMek_MekDephosByAkt_RafDephosByAkt,0.0716807,-107.44528473431374,62,64,3968
217,ErkPhosByAkt_MekPhosByPI3K_PI3KPhosByMek_MekDephosByAkt_RafDephosByAkt,0.061375,-109.30791211186543,60,56,3360
218,PI3KDephosByErk_MekPhosByPI3K_PI3KPhosByMek_MekDephosByAkt_RafDephosByAkt,0.165889,-97.37611646530031,99,99,9801
219,MekPhosByAkt_PI3KPhosByTGFbR_ErkPhosByAkt_PI3KDephosByErk_MekPhosByPI3K_PI3KPhosByMek,0.00790431,-132.2107372890432,38,36,1368
220,MekPhosByAkt_PI3KPhosByTGFbR_ErkPhosByAkt_PI3KDephosByErk_MekPhosByPI3K_MekDephosByAkt,0.29635100000000003,-88.7211007015354,102,100,10200
221,MekPhosByAkt_PI3KPhosByTGFbR_ErkPhosByAkt_PI3KDephosByErk_MekPhosByPI3K_RafDephosByAkt,0.102144,-101.50303246428649,96,81,7776
222,MekPhosByAkt_PI3KPhosByTGFbR_ErkPhosByAkt_PI3KDephosByErk_PI3KPhosByMek_MekDephosByAkt,0.00493837,-137.85521164608943,16,14,224
223,MekPhosByAkt_PI3KPhosByTGFbR_ErkPhosByAkt_PI3KDephosByErk_PI3KPhosByMek_RafDephosByAkt,0.00452015,-138.91709330332344,9,7,63
224,MekPhosByAkt_PI3KPhosByTGFbR_ErkPhosByAkt_PI3KDephosByErk_MekDephosByAkt_RafDephosByAkt,0.101477,-101.5816493911091,92,68,6256
225,MekPhosByAkt_PI3KPhosByTGFbR_ErkPhosByAkt_MekPhosByPI3K_PI3KPhosByMek_MekDephosByAkt,0.00460439,-138.69551309828466,11,10,110
226,MekPhosByAkt_PI3KPhosByTGFbR_ErkPhosByAkt_MekPhosByPI3K_PI3KPhosByMek_RafDephosByAkt,0.0044792,-139.02630194430338,7,3,21
227,MekPhosByAkt_PI3KPhosByTGFbR_ErkPhosByAkt_MekPhosByPI3K_MekDephosByAkt_RafDephosByAkt,0.101479,-101.58141288664507,93,69,6417
228,MekPhosByAkt_PI3KPhosByTGFbR_ErkPhosByAkt_PI3KPhosByMek_MekDephosByAkt_RafDephosByAkt,0.00468269,-138.4931626793985,13,11,143
229,MekPhosByAkt_PI3KPhosByTGFbR_PI3KDephosByErk_MekPhosByPI3K_PI3KPhosByMek_MekDephosByAkt,0.00449104,-138.9946238437152,8,4,32
230,MekPhosByAkt_PI3KPhosByTGFbR_PI3KDephosByErk_MekPhosByPI3K_PI3KPhosByMek_RafDephosByAkt,0.00712376,-133.4584073418804,35,33,1155
231,MekPhosByAkt_PI3KPhosByTGFbR_PI3KDephosByErk_MekPhosByPI3K_MekDephosByAkt_RafDephosByAkt,0.10208400000000001,-101.51008340755298,95,79,7505
232,MekPhosByAkt_PI3KPhosByTGFbR_PI3KDephosByErk_PI3KPhosByMek_MekDephosByAkt_RafDephosByAkt,0.00520394,-137.2266430810399,23,20,460
233,MekPhosByAkt_PI3KPhosByTGFbR_MekPhosByPI3K_PI3KPhosByMek_MekDephosByAkt_RafDephosByAkt,0.298425,-88.63741171316073,103,102,10506
234,MekPhosByAkt_ErkPhosByAkt_PI3KDephosByErk_MekPhosByPI3K_PI3KPhosByMek_MekDephosByAkt,0.011915799999999999,-127.28525244628086,44,42,1848
235,MekPhosByAkt_ErkPhosByAkt_PI3KDephosByErk_MekPhosByPI3K_PI3KPhosByMek_RafDephosByAkt,0.012016299999999999,-127.18446671587994,45,43,1935
236,MekPhosByAkt_ErkPhosByAkt_PI3KDephosByErk_MekPhosByPI3K_MekDephosByAkt_RafDephosByAkt,0.104674,-101.20942635117316,97,89,8633
237,MekPhosByAkt_ErkPhosByAkt_PI3KDephosByErk_PI3KPhosByMek_MekDephosByAkt_RafDephosByAkt,0.0053527,-136.88842217492706,25,24,600
238,MekPhosByAkt_ErkPhosByAkt_MekPhosByPI3K_PI3KPhosByMek_MekDephosByAkt_RafDephosByAkt,0.010787,-128.47953498821445,42,41,1722
239,MekPhosByAkt_PI3KDephosByErk_MekPhosByPI3K_PI3KPhosByMek_MekDephosByAkt_RafDephosByAkt,0.030458099999999995,-116.02341182932865,49,48,2352
