ModelID,Topology,RSS,AICc,AICc Rank,RSS Rank,f
0,Null,0.410334,-188.9825102681093,1,233,233
1,MekPhosByAkt,0.0813783,-192.25045241073707,0,88,0
2,PI3KPhosByTGFbR,0.410933,-167.96062943862694,44,240,10560
3,ErkPhosByAkt,0.11068,-187.63743487748434,2,139,278
4,PI3KDephosByErk,1.38392,-149.74695223568438,176,255,44880
5,MekPhosByPI3K,0.38695,-168.86264991551818,35,223,7805
6,PI3KPhosByMek,0.381664,-169.06897259532133,33,214,7062
7,MekDephosByAkt,0.410902,-167.9617610526376,43,234,10062
8,RafDephosByAkt,0.383865,-168.98271827713805,34,218,7412
9,MekPhosByAkt_PI3KPhosByTGFbR,0.080097,-178.48850619842412,9,83,747
10,MekPhosByAkt_ErkPhosByAkt,0.1059,-174.29965341215478,17,130,2210
11,MekPhosByAkt_PI3KDephosByErk,0.164664,-167.67847669041473,46,158,7268
12,MekPhosByAkt_MekPhosByPI3K,0.0697648,-180.56013843266936,5,65,325
13,MekPhosByAkt_PI3KPhosByMek,0.06677000000000001,-181.21827403321853,4,63,252
14,MekPhosByAkt_MekDephosByAkt,0.088199,-177.04314782506535,11,98,1078
15,MekPhosByAkt_RafDephosByAkt,0.0699404,-180.52243043916394,6,66,396
16,PI3KPhosByTGFbR_ErkPhosByAkt,0.0924867,-176.33110944531444,12,103,1236
17,PI3KPhosByTGFbR_PI3KDephosByErk,0.391262,-154.69642101660713,145,226,32770
18,PI3KPhosByTGFbR_MekPhosByPI3K,0.392154,-154.66226290448785,146,227,33142
19,PI3KPhosByTGFbR_PI3KPhosByMek,0.344033,-156.62601845619102,117,185,21645
20,PI3KPhosByTGFbR_MekDephosByAkt,0.390718,-154.7172911189534,144,225,32400
21,PI3KPhosByTGFbR_RafDephosByAkt,0.417314,-153.72949816066125,156,246,38376
22,ErkPhosByAkt_PI3KDephosByErk,0.206554,-164.27865400987133,64,178,11392
23,ErkPhosByAkt_MekPhosByPI3K,0.190469,-165.49474042627438,57,175,9975
24,ErkPhosByAkt_PI3KPhosByMek,0.0705586,-180.39042864778742,7,69,483
25,ErkPhosByAkt_MekDephosByAkt,0.0926375,-176.30667179210303,13,105,1365
26,ErkPhosByAkt_RafDephosByAkt,0.08226939999999999,-178.08709377984312,10,90,900
27,PI3KDephosByErk_MekPhosByPI3K,0.411818,-153.9283596386026,154,244,37576
28,PI3KDephosByErk_PI3KPhosByMek,0.346568,-156.5158964876845,119,193,22967
29,PI3KDephosByErk_MekDephosByAkt,0.411584,-153.93688524357924,153,243,37179
30,PI3KDephosByErk_RafDephosByAkt,0.410979,-153.95895042676017,152,242,36784
31,MekPhosByPI3K_PI3KPhosByMek,0.377617,-155.22887538459975,135,213,28755
32,MekPhosByPI3K_MekDephosByAkt,0.383865,-154.98271827713805,141,217,30597
33,MekPhosByPI3K_RafDephosByAkt,0.383864,-154.98275735342668,140,215,30100
34,PI3KPhosByMek_MekDephosByAkt,0.634486,-147.4448538668671,188,251,47188
35,PI3KPhosByMek_RafDephosByAkt,0.346692,-156.51053053545925,120,196,23520
36,MekDephosByAkt_RafDephosByAkt,0.383865,-154.98271827713805,142,216,30672
37,MekPhosByAkt_PI3KPhosByTGFbR_ErkPhosByAkt,0.109899,-163.74365576845864,67,136,9112
38,MekPhosByAkt_PI3KPhosByTGFbR_PI3KDephosByErk,0.08487739999999999,-167.6189642659126,47,93,4371
39,MekPhosByAkt_PI3KPhosByTGFbR_MekPhosByPI3K,0.0996285,-165.2153581777055,58,113,6554
40,MekPhosByAkt_PI3KPhosByTGFbR_PI3KPhosByMek,0.0323118,-182.10559487239942,3,4,12
41,MekPhosByAkt_PI3KPhosByTGFbR_MekDephosByAkt,0.10084,-165.0340556664694,60,115,6900
42,MekPhosByAkt_PI3KPhosByTGFbR_RafDephosByAkt,0.0937135,-166.1334483656559,55,107,5885
43,MekPhosByAkt_ErkPhosByAkt_PI3KDephosByErk,0.180333,-156.3150050750478,121,168,20328
44,MekPhosByAkt_ErkPhosByAkt_MekPhosByPI3K,0.0880188,-167.07382578089255,52,97,5044
45,MekPhosByAkt_ErkPhosByAkt_PI3KPhosByMek,0.06388250000000001,-171.88140032435325,22,59,1298
46,MekPhosByAkt_ErkPhosByAkt_MekDephosByAkt,0.100024,-165.15592984337474,59,114,6726
47,MekPhosByAkt_ErkPhosByAkt_RafDephosByAkt,0.110019,-163.72728602902262,68,138,9384
48,MekPhosByAkt_PI3KDephosByErk_MekPhosByPI3K,0.182686,-156.12054971983468,125,171,21375
49,MekPhosByAkt_PI3KDephosByErk_PI3KPhosByMek,0.0751248,-169.44982124193206,29,74,2146
50,MekPhosByAkt_PI3KDephosByErk_MekDephosByAkt,0.08088150000000001,-168.34230539325063,39,87,3393
51,MekPhosByAkt_PI3KDephosByErk_RafDephosByAkt,0.201696,-154.6356580013047,147,177,26019
52,MekPhosByAkt_MekPhosByPI3K_PI3KPhosByMek,0.0383438,-179.538189512708,8,20,160
53,MekPhosByAkt_MekPhosByPI3K_MekDephosByAkt,0.07008489999999999,-170.49147173713774,26,67,1742
54,MekPhosByAkt_MekPhosByPI3K_RafDephosByAkt,0.0821102,-168.1161484891456,41,89,3649
