Time,pAkt,pSmad2,ppErk,pS6K,GrowthFactors_indep,TGFb_indep,Everolimus_indep,AZD_indep,MK2206_indep,ExperimentIndicator_indep
72,0.207546602724377,1.25872076080401,0.105101772410524,0.350532797919637,1,0.005,1,0,0,11
