ModelID,Topology,RSS,AICc,AICc Rank,RSS Rank,f
32,MekPhosByPI3K_MekDephosByAkt,0.715884,-298.0429600958892,14,122,1708
33,MekPhosByPI3K_RafDephosByAkt,0.7561359999999999,-297.05830408856207,15,126,1890
34,PI3KPhosByMek_MekDephosByAkt,1.36535,-286.4212971336658,35,235,8225
35,PI3KPhosByMek_RafDephosByAkt,0.8432120000000001,-295.09635529848157,16,140,2240
36,MekDephosByAkt_RafDephosByAkt,0.9165700000000001,-293.5947947098555,17,154,2618
37,MekPhosByAkt_PI3KPhosByTGFbR_ErkPhosByAkt,1.11319,-239.09655582681597,73,176,12848
38,MekPhosByAkt_PI3KPhosByTGFbR_PI3KDephosByErk,1.10461,-239.23582967522367,71,170,12070
39,MekPhosByAkt_PI3KPhosByTGFbR_MekPhosByPI3K,1.14024,-238.66439384396747,75,193,14475
40,MekPhosByAkt_PI3KPhosByTGFbR_PI3KPhosByMek,1.04552,-240.22543299461137,68,166,11288
41,MekPhosByAkt_PI3KPhosByTGFbR_MekDephosByAkt,0.6417649999999999,-249.01028718862256,54,85,4590
42,MekPhosByAkt_PI3KPhosByTGFbR_RafDephosByAkt,0.6416609999999999,-249.01320438058235,53,84,4452
43,MekPhosByAkt_ErkPhosByAkt_PI3KDephosByErk,1.3308799999999998,-235.8815648458276,86,228,19608
44,MekPhosByAkt_ErkPhosByAkt_MekPhosByPI3K,1.47079,-234.08229755691428,90,241,21690
45,MekPhosByAkt_ErkPhosByAkt_PI3KPhosByMek,1.7552900000000002,-230.89927810435336,93,254,23622
46,MekPhosByAkt_ErkPhosByAkt_MekDephosByAkt,0.536442,-252.2370345976757,40,37,1480
47,MekPhosByAkt_ErkPhosByAkt_RafDephosByAkt,0.406593,-257.2256583318472,38,27,1026
48,MekPhosByAkt_PI3KDephosByErk_MekPhosByPI3K,1.17492,-238.1250905590378,79,206,16274
49,MekPhosByAkt_PI3KDephosByErk_PI3KPhosByMek,1.25315,-236.96480477623825,84,220,18480
50,MekPhosByAkt_PI3KDephosByErk_MekDephosByAkt,0.666902,-248.3187107092951,57,105,5985
51,MekPhosByAkt_PI3KDephosByErk_RafDephosByAkt,0.6001340000000001,-250.21753331875198,44,48,2112
52,MekPhosByAkt_MekPhosByPI3K_PI3KPhosByMek,1.18139,-238.02624083834272,80,210,16800
53,MekPhosByAkt_MekPhosByPI3K_MekDephosByAkt,1.20993,-237.59656652161138,81,214,17334
54,MekPhosByAkt_MekPhosByPI3K_RafDephosByAkt,0.804728,-244.93720868560035,61,128,7808
55,MekPhosByAkt_PI3KPhosByMek_MekDephosByAkt,0.8377399999999999,-244.2135464472137,63,135,8505
56,MekPhosByAkt_PI3KPhosByMek_RafDephosByAkt,0.684893,-247.83955947354264,59,114,6726
57,MekPhosByAkt_MekDephosByAkt_RafDephosByAkt,0.6847449999999999,-247.84344955254215,58,113,6554
58,PI3KPhosByTGFbR_ErkPhosByAkt_PI3KDephosByErk,1.10447,-239.23811116797484,69,168,11592
59,PI3KPhosByTGFbR_ErkPhosByAkt_MekPhosByPI3K,1.14026,-238.6640781237307,77,197,15169
60,PI3KPhosByTGFbR_ErkPhosByAkt_PI3KPhosByMek,1.1131799999999998,-239.09671752500628,72,173,12456
61,PI3KPhosByTGFbR_ErkPhosByAkt_MekDephosByAkt,0.318508,-261.6206299999583,37,4,148
62,PI3KPhosByTGFbR_ErkPhosByAkt_RafDephosByAkt,0.615258,-249.7695362072514,47,56,2632
63,PI3KPhosByTGFbR_PI3KDephosByErk_MekPhosByPI3K,1.1332799999999998,-238.7746021477138,74,185,13690
64,PI3KPhosByTGFbR_PI3KDephosByErk_PI3KPhosByMek,1.1046,-239.23599262940186,70,169,11830
65,PI3KPhosByTGFbR_PI3KDephosByErk_MekDephosByAkt,0.640781,-249.0379072560124,50,75,3750
66,PI3KPhosByTGFbR_PI3KDephosByErk_RafDephosByAkt,0.640407,-249.04841625264868,49,72,3528
67,PI3KPhosByTGFbR_MekPhosByPI3K_PI3KPhosByMek,1.14024,-238.66439384396747,76,194,14744
68,PI3KPhosByTGFbR_MekPhosByPI3K_MekDephosByAkt,0.639109,-249.08493632432368,48,70,3360
69,PI3KPhosByTGFbR_MekPhosByPI3K_RafDephosByAkt,0.641245,-249.02487787850418,51,81,4131
70,PI3KPhosByTGFbR_PI3KPhosByMek_MekDephosByAkt,0.643097,-248.9729664357492,56,98,5488
71,PI3KPhosByTGFbR_PI3KPhosByMek_RafDephosByAkt,0.642362,-248.99355052507727,55,96,5280
72,PI3KPhosByTGFbR_MekDephosByAkt_RafDephosByAkt,0.641537,-249.01668318900778,52,83,4316
73,ErkPhosByAkt_PI3KDephosByErk_MekPhosByPI3K,1.43359,-234.54341946231108,89,238,21182
74,ErkPhosByAkt_PI3KDephosByErk_PI3KPhosByMek,1.2688,-236.74140334795894,85,222,18870
75,ErkPhosByAkt_PI3KDephosByErk_MekDephosByAkt,1.0416299999999998,-240.292529351918,67,165,11055
76,ErkPhosByAkt_PI3KDephosByErk_RafDephosByAkt,1.34904,-235.6376135312947,87,230,20010
77,ErkPhosByAkt_MekPhosByPI3K_PI3KPhosByMek,1.6730099999999999,-231.76345245521452,91,250,22750
78,ErkPhosByAkt_MekPhosByPI3K_MekDephosByAkt,1.23234,-237.2662252229884,82,217,17794
79,ErkPhosByAkt_MekPhosByPI3K_RafDephosByAkt,1.36015,-235.4899818620251,88,233,20504
80,ErkPhosByAkt_PI3KPhosByMek_MekDephosByAkt,0.579941,-250.83361192770033,42,43,1806
81,ErkPhosByAkt_PI3KPhosByMek_RafDephosByAkt,0.482997,-254.12609869965257,39,32,1248
82,ErkPhosByAkt_MekDephosByAkt_RafDephosByAkt,0.5397029999999999,-252.12794487525832,41,38,1558
83,PI3KDephosByErk_MekPhosByPI3K_PI3KPhosByMek,1.14173,-238.64088783485127,78,198,15444
84,PI3KDephosByErk_MekPhosByPI3K_MekDephosByAkt,0.6061270000000001,-250.0386750325587,46,53,2438
85,PI3KDephosByErk_MekPhosByPI3K_RafDephosByAkt,0.954197,-241.87062398033174,66,159,10494
86,PI3KDephosByErk_PI3KPhosByMek_MekDephosByAkt,0.685068,-247.83496080246056,60,115,6900
87,PI3KDephosByErk_PI3KPhosByMek_RafDephosByAkt,0.589955,-250.5254539333279,43,46,1978
88,PI3KDephosByErk_MekDephosByAkt_RafDephosByAkt,0.60346,-250.11805101426853,45,50,2250
89,MekPhosByPI3K_PI3KPhosByMek_MekDephosByAkt,0.846299,-244.03057761270645,65,143,9295
90,MekPhosByPI3K_PI3KPhosByMek_RafDephosByAkt,0.805652,-244.9165526890962,62,129,7998
91,MekPhosByPI3K_MekDephosByAkt_RafDephosByAkt,1.23738,-237.19275930301725,83,218,18094
92,PI3KPhosByMek_MekDephosByAkt_RafDephosByAkt,0.8416889999999999,-244.12889609163943,64,138,8832
93,MekPhosByAkt_PI3KPhosByTGFbR_ErkPhosByAkt_PI3KDephosByErk,1.3109600000000001,-205.553017163526,165,224,36960
94,MekPhosByAkt_PI3KPhosByTGFbR_ErkPhosByAkt_MekPhosByPI3K,1.1402299999999999,-208.06455170616255,156,192,29952
95,MekPhosByAkt_PI3KPhosByTGFbR_ErkPhosByAkt_PI3KPhosByMek,1.14025,-208.06423598315686,158,195,30810
96,MekPhosByAkt_PI3KPhosByTGFbR_ErkPhosByAkt_MekDephosByAkt,0.317085,-231.10122888256578,92,1,92
97,MekPhosByAkt_PI3KPhosByTGFbR_ErkPhosByAkt_RafDephosByAkt,0.615595,-219.15967962786854,105,60,6300
98,MekPhosByAkt_PI3KPhosByTGFbR_PI3KDephosByErk_MekPhosByPI3K,1.13517,-208.14460809197365,154,187,28798
99,MekPhosByAkt_PI3KPhosByTGFbR_PI3KDephosByErk_PI3KPhosByMek,1.13332,-208.17396683491043,153,186,28458
100,MekPhosByAkt_PI3KPhosByTGFbR_PI3KDephosByErk_MekDephosByAkt,0.64141,-218.42024685922559,113,82,9266
101,MekPhosByAkt_PI3KPhosByTGFbR_PI3KDephosByErk_RafDephosByAkt,0.660327,-217.89705366017017,119,103,12257
102,MekPhosByAkt_PI3KPhosByTGFbR_MekPhosByPI3K_PI3KPhosByMek,1.14025,-208.06423598315686,157,196,30772
103,MekPhosByAkt_PI3KPhosByTGFbR_MekPhosByPI3K_MekDephosByAkt,0.6422859999999999,-218.39568029136592,117,95,11115
104,MekPhosByAkt_PI3KPhosByTGFbR_MekPhosByPI3K_RafDephosByAkt,0.8770459999999999,-212.78821669816165,137,147,20139
105,MekPhosByAkt_PI3KPhosByTGFbR_PI3KPhosByMek_MekDephosByAkt,0.913085,-212.06336509701768,141,153,21573
106,MekPhosByAkt_PI3KPhosByTGFbR_PI3KPhosByMek_RafDephosByAkt,0.8353520000000001,-213.66492919148448,129,133,17157
107,MekPhosByAkt_PI3KPhosByTGFbR_MekDephosByAkt_RafDephosByAkt,0.340523,-229.81759858522878,94,9,846
108,MekPhosByAkt_ErkPhosByAkt_PI3KDephosByErk_MekPhosByPI3K,1.1393,-208.07923894513618,155,189,29295
109,MekPhosByAkt_ErkPhosByAkt_PI3KDephosByErk_PI3KPhosByMek,1.38739,-204.53305452623567,168,236,39648
110,MekPhosByAkt_ErkPhosByAkt_PI3KDephosByErk_MekDephosByAkt,1.34305,-205.11771499739126,167,229,38243
111,MekPhosByAkt_ErkPhosByAkt_PI3KDephosByErk_RafDephosByAkt,0.755129,-215.48229194334942,126,124,15624
112,MekPhosByAkt_ErkPhosByAkt_MekPhosByPI3K_PI3KPhosByMek,1.66543,-201.2451913718716,173,249,43077
113,MekPhosByAkt_ErkPhosByAkt_MekPhosByPI3K_MekDephosByAkt,0.838584,-213.59542107135118,131,137,17947
114,MekPhosByAkt_ErkPhosByAkt_MekPhosByPI3K_RafDephosByAkt,0.878484,-212.75872816103714,138,148,20424
115,MekPhosByAkt_ErkPhosByAkt_PI3KPhosByMek_MekDephosByAkt,0.6230100000000001,-218.94416040339547,107,63,6741
116,MekPhosByAkt_ErkPhosByAkt_PI3KPhosByMek_RafDephosByAkt,1.04074,-209.70791566748676,145,164,23780
117,MekPhosByAkt_ErkPhosByAkt_MekDephosByAkt_RafDephosByAkt,0.40220100000000003,-226.82115131791733,98,26,2548
118,MekPhosByAkt_PI3KDephosByErk_MekPhosByPI3K_PI3KPhosByMek,1.4968700000000001,-203.16591893838375,170,242,41140
119,MekPhosByAkt_PI3KDephosByErk_MekPhosByPI3K_MekDephosByAkt,0.6031479999999999,-219.52735975434845,103,49,5047
120,MekPhosByAkt_PI3KDephosByErk_MekPhosByPI3K_RafDephosByAkt,0.6204149999999999,-219.01929170253283,106,62,6572
121,MekPhosByAkt_PI3KDephosByErk_PI3KPhosByMek_MekDephosByAkt,0.6859609999999999,-217.21151271744841,123,116,14268
122,MekPhosByAkt_PI3KDephosByErk_PI3KPhosByMek_RafDephosByAkt,0.562523,-220.78251026544177,101,39,3939
123,MekPhosByAkt_PI3KDephosByErk_MekDephosByAkt_RafDephosByAkt,0.8862190000000001,-212.60093289276924,139,149,20711
124,MekPhosByAkt_MekPhosByPI3K_PI3KPhosByMek_MekDephosByAkt,0.843513,-213.48993101466823,134,142,19028
125,MekPhosByAkt_MekPhosByPI3K_PI3KPhosByMek_RafDephosByAkt,0.843057,-213.49966437907054,132,139,18348
126,MekPhosByAkt_MekPhosByPI3K_MekDephosByAkt_RafDephosByAkt,0.676707,-217.455995688761,120,106,12720
127,MekPhosByAkt_PI3KPhosByMek_MekDephosByAkt_RafDephosByAkt,0.821657,-213.96247206920475,128,131,16768
128,PI3KPhosByTGFbR_ErkPhosByAkt_PI3KDephosByErk_MekPhosByPI3K,1.19621,-207.20184358494123,161,211,33971
129,PI3KPhosByTGFbR_ErkPhosByAkt_PI3KDephosByErk_PI3KPhosByMek,1.13316,-208.17650822067583,152,184,27968
130,PI3KPhosByTGFbR_ErkPhosByAkt_PI3KDephosByErk_MekDephosByAkt,1.12506,-208.30563702591516,151,182,27482
131,PI3KPhosByTGFbR_ErkPhosByAkt_PI3KDephosByErk_RafDephosByAkt,0.57781,-220.29987495544702,102,41,4182
132,PI3KPhosByTGFbR_ErkPhosByAkt_MekPhosByPI3K_PI3KPhosByMek,1.11319,-208.49655582681595,150,175,26250
133,PI3KPhosByTGFbR_ErkPhosByAkt_MekPhosByPI3K_MekDephosByAkt,0.38518800000000003,-227.5991191815761,97,20,1940
134,PI3KPhosByTGFbR_ErkPhosByAkt_MekPhosByPI3K_RafDephosByAkt,0.348946,-229.3777773799407,96,15,1440
135,PI3KPhosByTGFbR_ErkPhosByAkt_PI3KPhosByMek_MekDephosByAkt,0.853083,-213.28686342874948,135,144,19440
136,PI3KPhosByTGFbR_ErkPhosByAkt_PI3KPhosByMek_RafDephosByAkt,0.615326,-219.16754690785984,104,58,6032
137,PI3KPhosByTGFbR_ErkPhosByAkt_MekDephosByAkt_RafDephosByAkt,0.344531,-229.6069733697629,95,10,950
138,PI3KPhosByTGFbR_PI3KDephosByErk_MekPhosByPI3K_PI3KPhosByMek,1.10483,-208.63224505648492,149,171,25479
139,PI3KPhosByTGFbR_PI3KDephosByErk_MekPhosByPI3K_MekDephosByAkt,0.633199,-218.65216118674573,109,66,7194
140,PI3KPhosByTGFbR_PI3KDephosByErk_MekPhosByPI3K_RafDephosByAkt,0.640704,-218.4400703714631,111,73,8103
141,PI3KPhosByTGFbR_PI3KDephosByErk_PI3KPhosByMek_MekDephosByAkt,0.630572,-218.72699447237682,108,64,6912
142,PI3KPhosByTGFbR_PI3KDephosByErk_PI3KPhosByMek_RafDephosByAkt,0.642044,-218.40246359480284,115,88,10120
143,PI3KPhosByTGFbR_PI3KDephosByErk_MekDephosByAkt_RafDephosByAkt,0.640737,-218.43914329015365,112,74,8288
144,PI3KPhosByTGFbR_MekPhosByPI3K_PI3KPhosByMek_MekDephosByAkt,0.6372760000000001,-218.5366354945297,110,68,7480
145,PI3KPhosByTGFbR_MekPhosByPI3K_PI3KPhosByMek_RafDephosByAkt,0.701523,-216.80772031778434,124,121,15004
146,PI3KPhosByTGFbR_MekPhosByPI3K_MekDephosByAkt_RafDephosByAkt,0.6447350000000001,-218.32717782993853,118,100,11800
147,PI3KPhosByTGFbR_PI3KPhosByMek_MekDephosByAkt_RafDephosByAkt,0.6418229999999999,-218.40866049843737,114,86,9804
148,ErkPhosByAkt_PI3KDephosByErk_MekPhosByPI3K_PI3KPhosByMek,1.26216,-206.23584994072388,164,221,36244
149,ErkPhosByAkt_PI3KDephosByErk_MekPhosByPI3K_MekDephosByAkt,1.1512,-207.8922038634926,160,203,32480
150,ErkPhosByAkt_PI3KDephosByErk_MekPhosByPI3K_RafDephosByAkt,0.863395,-213.07058540698137,136,146,19856
151,ErkPhosByAkt_PI3KDephosByErk_PI3KPhosByMek_MekDephosByAkt,1.1431,-208.01930198123824,159,200,31800
152,ErkPhosByAkt_PI3KDephosByErk_PI3KPhosByMek_RafDephosByAkt,0.8433350000000001,-213.49372981575985,133,141,18753
153,ErkPhosByAkt_PI3KDephosByErk_MekDephosByAkt_RafDephosByAkt,0.44878900000000005,-224.84833546993394,99,29,2871
154,ErkPhosByAkt_MekPhosByPI3K_PI3KPhosByMek_MekDephosByAkt,0.6421060000000001,-218.40072548009525,116,89,10324
155,ErkPhosByAkt_MekPhosByPI3K_PI3KPhosByMek_RafDephosByAkt,1.31755,-205.4627605173376,166,227,37682
156,ErkPhosByAkt_MekPhosByPI3K_MekDephosByAkt_RafDephosByAkt,0.8374729999999999,-213.61928422508518,130,134,17420
157,ErkPhosByAkt_PI3KPhosByMek_MekDephosByAkt_RafDephosByAkt,0.53337,-221.7404100542708,100,36,3600
158,PI3KDephosByErk_MekPhosByPI3K_PI3KPhosByMek_MekDephosByAkt,0.678863,-217.3987385456801,121,109,13189
159,PI3KDephosByErk_MekPhosByPI3K_PI3KPhosByMek_RafDephosByAkt,0.9001129999999999,-212.32092106583775,140,150,21000
160,PI3KDephosByErk_MekPhosByPI3K_MekDephosByAkt_RafDephosByAkt,0.680009,-217.36837806302913,122,110,13420
161,PI3KDephosByErk_PI3KPhosByMek_MekDephosByAkt_RafDephosByAkt,0.7429899999999999,-215.77400012162371,125,123,15375
162,MekPhosByPI3K_PI3KPhosByMek_MekDephosByAkt_RafDephosByAkt,0.810994,-214.19759485915188,127,130,16510
163,MekPhosByAkt_PI3KPhosByTGFbR_ErkPhosByAkt_PI3KDephosByErk_MekPhosByPI3K,1.63752,-181.14939940265444,240,248,59520
164,MekPhosByAkt_PI3KPhosByTGFbR_ErkPhosByAkt_PI3KDephosByErk_PI3KPhosByMek,1.43402,-183.5380212386628,226,239,54014
165,MekPhosByAkt_PI3KPhosByTGFbR_ErkPhosByAkt_PI3KDephosByErk_MekDephosByAkt,0.853231,-192.88374090850212,204,145,29580
166,MekPhosByAkt_PI3KPhosByTGFbR_ErkPhosByAkt_PI3KDephosByErk_RafDephosByAkt,1.02446,-189.5917100411529,213,163,34719
167,MekPhosByAkt_PI3KPhosByTGFbR_ErkPhosByAkt_MekPhosByPI3K_PI3KPhosByMek,1.11333,-188.09429220465822,214,178,38092
168,MekPhosByAkt_PI3KPhosByTGFbR_ErkPhosByAkt_MekPhosByPI3K_MekDephosByAkt,0.317564,-210.67405795300579,142,2,284
169,MekPhosByAkt_PI3KPhosByTGFbR_ErkPhosByAkt_MekPhosByPI3K_RafDephosByAkt,0.58811,-199.58183456962902,176,44,7744
170,MekPhosByAkt_PI3KPhosByTGFbR_ErkPhosByAkt_PI3KPhosByMek_MekDephosByAkt,0.682045,-196.91456517852401,193,112,21616
171,MekPhosByAkt_PI3KPhosByTGFbR_ErkPhosByAkt_PI3KPhosByMek_RafDephosByAkt,0.615261,-198.7694484394071,179,57,10203
172,MekPhosByAkt_PI3KPhosByTGFbR_ErkPhosByAkt_MekDephosByAkt_RafDephosByAkt,0.348898,-208.9802535780634,148,14,2072
173,MekPhosByAkt_PI3KPhosByTGFbR_PI3KDephosByErk_MekPhosByPI3K_PI3KPhosByMek,1.13281,-187.7820687532955,217,183,39711
174,MekPhosByAkt_PI3KPhosByTGFbR_PI3KDephosByErk_MekPhosByPI3K_MekDephosByAkt,0.64099,-198.03203725266025,185,78,14430
175,MekPhosByAkt_PI3KPhosByTGFbR_PI3KDephosByErk_MekPhosByPI3K_RafDephosByAkt,0.7011109999999999,-196.41829470884184,195,120,23400
176,MekPhosByAkt_PI3KPhosByTGFbR_PI3KDephosByErk_PI3KPhosByMek_MekDephosByAkt,0.91025,-191.71933949680965,208,151,31408
177,MekPhosByAkt_PI3KPhosByTGFbR_PI3KDephosByErk_PI3KPhosByMek_RafDephosByAkt,0.831312,-193.35219350202308,200,132,26400
178,MekPhosByAkt_PI3KPhosByTGFbR_PI3KDephosByErk_MekDephosByAkt_RafDephosByAkt,0.6409159999999999,-198.03411540815915,184,76,13984
179,MekPhosByAkt_PI3KPhosByTGFbR_MekPhosByPI3K_PI3KPhosByMek_MekDephosByAkt,0.642462,-197.9907485848837,191,97,18527
180,MekPhosByAkt_PI3KPhosByTGFbR_MekPhosByPI3K_PI3KPhosByMek_RafDephosByAkt,0.5788770000000001,-199.8666663079085,175,42,7350
181,MekPhosByAkt_PI3KPhosByTGFbR_MekPhosByPI3K_MekDephosByAkt_RafDephosByAkt,0.642204,-197.9979784797551,188,92,17296
182,MekPhosByAkt_PI3KPhosByTGFbR_PI3KPhosByMek_MekDephosByAkt_RafDephosByAkt,0.64225,-197.99668921598956,189,93,17577
183,MekPhosByAkt_ErkPhosByAkt_PI3KDephosByErk_MekPhosByPI3K_PI3KPhosByMek,1.1977799999999998,-186.77823446038232,221,213,47073
184,MekPhosByAkt_ErkPhosByAkt_PI3KDephosByErk_MekPhosByPI3K_MekDephosByAkt,1.1492799999999999,-187.52224977393257,218,202,44036
185,MekPhosByAkt_ErkPhosByAkt_PI3KDephosByErk_MekPhosByPI3K_RafDephosByAkt,0.52188,-201.7324084886536,172,35,6020
186,MekPhosByAkt_ErkPhosByAkt_PI3KDephosByErk_PI3KPhosByMek_MekDephosByAkt,0.912955,-191.66592802006858,209,152,31768
187,MekPhosByAkt_ErkPhosByAkt_PI3KDephosByErk_PI3KPhosByMek_RafDephosByAkt,1.55728,-182.05375886760214,233,244,56852
188,MekPhosByAkt_ErkPhosByAkt_PI3KDephosByErk_MekDephosByAkt_RafDephosByAkt,0.7555609999999999,-195.07199730949077,198,125,24750
189,MekPhosByAkt_ErkPhosByAkt_MekPhosByPI3K_PI3KPhosByMek_MekDephosByAkt,0.632223,-198.27992742359575,181,65,11765
190,MekPhosByAkt_ErkPhosByAkt_MekPhosByPI3K_PI3KPhosByMek_RafDephosByAkt,0.837832,-193.21156980878615,201,136,27336
191,MekPhosByAkt_ErkPhosByAkt_MekPhosByPI3K_MekDephosByAkt_RafDephosByAkt,0.976972,-190.44604279932412,211,160,33760
192,MekPhosByAkt_ErkPhosByAkt_PI3KPhosByMek_MekDephosByAkt_RafDephosByAkt,1.11545,-188.06004924527358,215,179,38485
193,MekPhosByAkt_PI3KDephosByErk_MekPhosByPI3K_PI3KPhosByMek_MekDephosByAkt,0.566499,-200.2557309894636,174,40,6960
194,MekPhosByAkt_PI3KDephosByErk_MekPhosByPI3K_PI3KPhosByMek_RafDephosByAkt,0.690847,-196.6837558055108,194,118,22892
195,MekPhosByAkt_PI3KDephosByErk_MekPhosByPI3K_MekDephosByAkt_RafDephosByAkt,0.639705,-198.06815827720072,183,71,12993
196,MekPhosByAkt_PI3KDephosByErk_PI3KPhosByMek_MekDephosByAkt_RafDephosByAkt,0.605607,-199.0541239686694,177,52,9204
197,MekPhosByAkt_MekPhosByPI3K_PI3KPhosByMek_MekDephosByAkt_RafDephosByAkt,0.681797,-196.9211113914273,192,111,21312
198,PI3KPhosByTGFbR_ErkPhosByAkt_PI3KDephosByErk_MekPhosByPI3K_PI3KPhosByMek,1.61669,-181.37983635712823,238,246,58548
199,PI3KPhosByTGFbR_ErkPhosByAkt_PI3KDephosByErk_MekPhosByPI3K_MekDephosByAkt,0.32146199999999997,-210.45445853056992,143,6,858
200,PI3KPhosByTGFbR_ErkPhosByAkt_PI3KDephosByErk_MekPhosByPI3K_RafDephosByAkt,0.34839499999999995,-209.00622257981863,147,13,1911
201,PI3KPhosByTGFbR_ErkPhosByAkt_PI3KDephosByErk_PI3KPhosByMek_MekDephosByAkt,1.6212600000000001,-181.32902639735673,239,247,59033
202,PI3KPhosByTGFbR_ErkPhosByAkt_PI3KDephosByErk_PI3KPhosByMek_RafDephosByAkt,0.615849,-198.75225419875468,180,61,10980
203,PI3KPhosByTGFbR_ErkPhosByAkt_PI3KDephosByErk_MekDephosByAkt_RafDephosByAkt,0.322961,-210.3707183516351,144,8,1152
204,PI3KPhosByTGFbR_ErkPhosByAkt_MekPhosByPI3K_PI3KPhosByMek_MekDephosByAkt,0.390807,-206.93843768810382,162,23,3726
205,PI3KPhosByTGFbR_ErkPhosByAkt_MekPhosByPI3K_PI3KPhosByMek_RafDephosByAkt,0.34821599999999997,-209.01547307994255,146,12,1752
206,PI3KPhosByTGFbR_ErkPhosByAkt_MekPhosByPI3K_MekDephosByAkt_RafDephosByAkt,0.391923,-206.88710960916995,163,24,3912
207,PI3KPhosByTGFbR_ErkPhosByAkt_PI3KPhosByMek_MekDephosByAkt_RafDephosByAkt,0.615213,-198.77085277627313,178,55,9790
208,PI3KPhosByTGFbR_PI3KDephosByErk_MekPhosByPI3K_PI3KPhosByMek_MekDephosByAkt,0.919659,-191.53423357891722,210,155,32550
209,PI3KPhosByTGFbR_PI3KDephosByErk_MekPhosByPI3K_PI3KPhosByMek_RafDephosByAkt,0.637991,-198.11645148388948,182,69,12558
210,PI3KPhosByTGFbR_PI3KDephosByErk_MekPhosByPI3K_MekDephosByAkt_RafDephosByAkt,0.641075,-198.02965047819526,186,79,14694
211,PI3KPhosByTGFbR_PI3KDephosByErk_PI3KPhosByMek_MekDephosByAkt_RafDephosByAkt,0.641125,-198.02824664103963,187,80,14960
212,PI3KPhosByTGFbR_MekPhosByPI3K_PI3KPhosByMek_MekDephosByAkt_RafDephosByAkt,0.642282,-197.99579239130927,190,94,17860
213,ErkPhosByAkt_PI3KDephosByErk_MekPhosByPI3K_PI3KPhosByMek_MekDephosByAkt,1.1734799999999999,-187.1471651657901,220,205,45100
214,ErkPhosByAkt_PI3KDephosByErk_MekPhosByPI3K_PI3KPhosByMek_RafDephosByAkt,1.56882,-181.92086424263593,236,245,57820
215,ErkPhosByAkt_PI3KDephosByErk_MekPhosByPI3K_MekDephosByAkt_RafDephosByAkt,0.47118699999999997,-203.57169589300148,169,31,5239
216,ErkPhosByAkt_PI3KDephosByErk_PI3KPhosByMek_MekDephosByAkt_RafDephosByAkt,1.6731599999999998,-180.7618386699007,241,251,60491
217,ErkPhosByAkt_MekPhosByPI3K_PI3KPhosByMek_MekDephosByAkt_RafDephosByAkt,0.5197729999999999,-201.80522746335038,171,34,5814
