Time	[TGFbR]	[TGFbR_a]	[TGFbR_EE]	[TGFbR_Cav]	[Smad2]	[pSmad2]	[Mek]	[pMek]	[Erk]	[pErk]	[PI3K]	[pPI3K]	[Akt]	[pAkt]	[mTORC1]	[pmTORC1]	[S6K]	[pS6K]	[Raf]	[pRaf]	[ppMek]	[ppErk]	Values[Smad2Tot]	Values[_kTGFbOn]	Values[TGFb]	Values[kTGFbOff]	Values[kTGFbRIntern]	Values[kTGFbRRecyc]	Values[kSmad2Phos_km]	Values[_kSmad2Phos_kcat]	Values[kSmad2Dephos_km]	Values[kSmad2Dephos_Vmax]	Values[GrowthFactors]	Values[kRafPhos_km]	Values[kRafPhos_ki]	Values[kRafPhos_Vmax]	Values[kRafPhos_n]	Values[kRafDephos_km]	Values[kRafDephosVmax]	Values[kMekPhos_km1]	Values[_kMekPhos_ki]	Values[kMekPhos_kcat]	Values[AZD]	Values[kMekDephos_km]	Values[kMekDephos_Vmax]	Values[kErkPhos_km1]	Values[kErkPhos_kcat]	Values[kErkDephos_km]	Values[kErkDephos_Vmax]	Values[_kPI3KPhosByGF]	Values[_kPI3KDephosByS6K]	Values[kAktPhos_km]	Values[_kAktPhos_ki]	Values[_kAktPhos_kcat]	Values[MK2206]	Values[kAktDephos_km]	Values[kAktDephos_Vmax]	Values[kmTORC1Phos_km]	Values[_kmTORC1Phos_ki]	Values[_kmTORC1Phos_kcat]	Values[Everolimus]	Values[_kmTORCPhosBasal_Vmax]	Values[_kmTORCPhosBasal_km]	Values[kmTORC1Dephos_km]	Values[_kmTORC1Dephos_Vmax]	Values[kS6KPhosBymTORC1_km]	Values[_kS6KPhosBymTORC1_kcat]	Values[kS6KDephos_km]	Values[kS6KDephos_Vmax]	Values[kRafPhosByTGFbR_km]	Values[_kRafPhosByTGFbR_kcat]	Values[kRafPhosByPI3K_km]	Values[_kRafPhosByPI3K_kcat]	Values[kPI3KPhosByTGFbR_km]	Values[_kPI3KPhosByTGFbR_kcat]	Values[_kPI3KDephosByErk]	Values[kSmad2PhosByAkt_km]	Values[kSmad2PhosByAkt_kcat]	Values[kSmad2DephosByErk_km]	Values[kSmad2DephosByErk_kcat]
0	76.8397	0.966719	12.5503	9.66719	49.6779	0.500563	252.876	56.0643	183.332	117.882	99.9603	0.0396972	99.4132	0.586759	90.2725	9.72754	90.507	9.49301	87.9326	12.0674	29.0295	43.0863	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	0	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
0.1	76.9286	0.889936	12.5395	9.66589	50.1514	0.0270913	313.719	18.129	165.608	118.296	97.8966	2.1034	99.2972	0.702811	90.2497	9.75029	92.5601	7.4399	84.5063	15.4937	6.12215	60.397	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	0	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
0.2	77.0104	0.824856	12.5264	9.66226	50.165	0.0134197	300.852	25.4554	197.358	107.476	97.1855	2.81452	99.116	0.88397	90.2219	9.77808	94.2992	5.70083	78.2146	21.7854	11.6622	39.4664	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	0	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
0.3	77.0862	0.769678	12.5114	9.65667	50.164	0.0144949	306.67	22.578	187.05	109.095	96.5638	3.43624	98.8929	1.10705	90.1872	9.81275	95.717	4.28302	81.9442	18.0558	8.72214	48.1551	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	0	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
0.4	77.1569	0.722875	12.4947	9.64942	50.1645	0.0139631	302.65	24.7383	195.661	105.758	95.5263	4.47373	98.5947	1.40534	90.1439	9.85608	96.8253	3.17475	79.8514	20.1486	10.5816	42.8821	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	0	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
0.5	77.2233	0.683156	12.4767	9.64077	50.1638	0.0147026	304.947	23.5252	192.208	106.627	94.5244	5.4756	98.2249	1.77514	90.0893	9.91075	97.6551	2.34491	81.0358	18.9642	9.49805	45.4659	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	0	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
0.6	77.286	0.649431	12.4576	9.63094	50.1635	0.0149399	303.416	24.3755	194.3	105.74	93.2251	6.77489	97.7599	2.24014	90.0206	9.9794	98.2517	1.74834	80.3638	19.6362	10.1783	44.2607	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	0	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
0.7	77.3456	0.620775	12.4374	9.62012	50.1628	0.0156608	304.317	23.8737	193.122	106.161	92.071	7.92901	97.2144	2.78564	89.9348	10.0652	98.6655	1.33455	80.7385	19.2615	9.77983	45.0173	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	0	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
0.8	77.4025	0.596409	12.4165	9.60847	50.1622	0.0162553	303.745	24.2017	193.525	105.972	90.8856	9.11438	96.5905	3.40946	89.8293	10.1707	98.9439	1.05611	80.5273	19.4727	10.0238	44.8026	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	0	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
0.9	77.4572	0.57567	12.3949	9.59611	50.1614	0.0170393	304.101	23.9948	193.15	106.158	89.9769	10.0231	95.9185	4.08145	89.7018	10.2982	99.1264	0.873575	80.6496	19.3504	9.8742	44.9925	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	0	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
1	77.51	0.558001	12.3727	9.58316	50.1607	0.017775	303.904	24.11	193.281	106.102	89.2139	10.7861	95.2184	4.78155	89.5512	10.4488	99.2431	0.756877	80.5862	19.4138	9.95632	44.9168	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	0	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
1.1	77.5612	0.542929	12.3501	9.56972	50.1599	0.0185531	304.056	24.018	193.309	106.125	88.7048	11.2952	94.5185	5.48151	89.3769	10.6231	99.3155	0.684479	80.629	19.371	9.89569	44.8666	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	0	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
1.2	77.6109	0.530053	12.3271	9.55586	50.1592	0.0192783	304	24.051	193.527	106.036	88.3421	11.6579	93.8354	6.16463	89.1794	10.8206	99.3584	0.641568	80.6129	19.3871	9.91934	44.7379	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	0	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
1.3	77.6595	0.519036	12.3037	9.54166	50.1585	0.0199762	304.074	24.0048	193.785	105.945	88.1332	11.8668	93.1843	6.81568	88.9594	11.0406	99.3818	0.618226	80.6296	19.3704	9.89161	44.5707	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	0	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
1.4	77.707	0.509591	12.2801	9.52716	50.1578	0.0206136	304.068	24.0075	194.118	105.799	88.0142	11.9858	92.5724	7.42761	88.7182	11.2818	99.3921	0.607919	80.6284	19.3716	9.89464	44.3837	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	0	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
1.5	77.7537	0.501477	12.2563	9.51243	50.1573	0.0211999	304.111	23.9799	194.499	105.638	87.9721	12.0279	92.0046	7.99543	88.4573	11.5427	99.3936	0.606385	80.6366	19.3634	9.87932	44.1638	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	0	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
1.6	77.7996	0.494488	12.2323	9.49749	50.1567	0.0217268	304.123	23.9717	194.908	105.451	87.9771	12.0229	91.4818	8.51818	88.1781	11.8219	99.3892	0.610849	80.6399	19.3601	9.87524	43.942	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	0	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
1.7	77.8448	0.488451	12.2082	9.48239	50.1563	0.0221993	304.154	23.9517	195.349	105.251	88.0186	11.9814	91.0042	8.99577	87.8823	12.1177	99.3805	0.619505	80.6454	19.3546	9.86461	43.7004	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	0	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
1.8	77.8895	0.48322	12.184	9.46715	50.1558	0.0226179	304.173	23.9393	195.8	105.039	88.0842	11.9158	90.5703	9.42971	87.5713	12.4287	99.3688	0.63117	80.6499	19.3501	9.85804	43.4611	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	0	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
1.9	77.9337	0.47867	12.1597	9.45181	50.1555	0.0229863	304.198	23.9225	196.268	104.82	88.1678	11.8322	90.1783	9.82168	87.2467	12.7533	99.3549	0.645061	80.6547	19.3453	9.84919	43.2123	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	0	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
2	77.9775	0.474698	12.1354	9.43637	50.1552	0.023307	304.22	23.9086	196.741	104.594	88.264	11.736	89.8262	10.1738	86.9098	13.0902	99.3393	0.660655	80.6594	19.3406	9.84181	42.9655	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	0	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
2.1	78.0209	0.471214	12.111	9.42086	50.1549	0.0235834	304.243	23.8931	197.222	104.363	88.3696	11.6304	89.5117	10.4883	86.5619	13.4381	99.3224	0.67759	80.6641	19.3359	9.83364	42.7152	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	0	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
2.2	78.0639	0.468144	12.0865	9.4053	50.1546	0.0238182	304.265	23.8788	197.705	104.129	88.4822	11.5178	89.2329	10.7671	86.2043	13.7957	99.3044	0.695614	80.6688	19.3312	9.82601	42.4668	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	0	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
2.3	78.1067	0.465423	12.0621	9.38969	50.1544	0.0240143	304.288	23.8638	198.191	103.892	88.6	11.4	88.9875	11.0125	85.8382	14.1618	99.2855	0.714541	80.6734	19.3266	9.81814	42.218	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	0	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
2.4	78.1492	0.462999	12.0376	9.37405	50.1543	0.0241743	304.31	23.8494	198.676	103.653	88.7217	11.2783	88.7736	11.2264	85.4647	14.5353	99.2658	0.734235	80.678	19.322	9.81048	41.9712	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	0	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
2.5	78.1915	0.460826	12.0132	9.35838	50.1542	0.0243006	304.332	23.8348	199.162	103.413	88.8462	11.1538	88.5893	11.4107	85.0847	14.9153	99.2454	0.754586	80.6826	19.3174	9.80278	41.7254	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	0	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
2.6	78.2336	0.458865	11.9888	9.3427	50.1541	0.0243956	304.354	23.8204	199.647	103.171	88.9726	11.0274	88.4329	11.5671	84.6994	15.3006	99.2245	0.775505	80.6872	19.3128	9.79518	41.4819	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	0	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
2.7	78.2755	0.457084	11.9644	9.327	50.154	0.0244614	304.376	23.8061	200.131	102.929	89.1002	10.8998	88.3026	11.6974	84.3096	15.6904	99.2031	0.796921	80.6917	19.3083	9.78759	41.2402	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	0	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
2.8	78.3172	0.455455	11.94	9.31131	50.154	0.0245001	304.398	23.7919	200.613	102.687	89.2286	10.7714	88.1968	11.8032	83.9162	16.0838	99.1812	0.818767	80.6962	19.3038	9.7801	41.001	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	0	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
2.9	78.3587	0.453956	11.9156	9.29561	50.1539	0.0245137	304.42	23.7777	201.092	102.444	89.3572	10.6428	88.114	11.886	83.5199	16.4801	99.159	0.840987	80.7007	19.2993	9.77261	40.7641	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	0	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
3	78.4001	0.452566	11.8913	9.27992	50.154	0.0245039	304.441	23.7637	201.569	102.201	89.4854	10.5146	88.0527	11.9473	83.1216	16.8784	99.1365	0.863529	80.7051	19.2949	9.76521	40.5297	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	0	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
3.1	78.4414	0.451269	11.867	9.26423	50.154	0.0244725	304.462	23.7498	202.044	101.959	89.6131	10.3869	88.0115	11.9885	82.7218	17.2782	99.1137	0.886347	80.7096	19.2904	9.75785	40.298	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	0	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
3.2	78.4825	0.450051	11.8428	9.24856	50.154	0.0244211	304.484	23.736	202.515	101.717	89.7399	10.2601	87.989	12.011	82.3214	17.6786	99.0906	0.909396	80.7139	19.2861	9.75055	40.0689	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	0	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
3.3	78.5236	0.4489	11.8186	9.2329	50.1541	0.0243513	304.504	23.7223	202.983	101.475	89.8655	10.1345	87.9839	12.0161	81.9209	18.0791	99.0674	0.932636	80.7183	19.2817	9.74331	39.8426	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	0	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
3.4	78.5645	0.447805	11.7944	9.21725	50.1542	0.0242646	304.525	23.7086	203.448	101.233	89.9896	10.0104	87.9951	12.0049	81.5208	18.4792	99.044	0.956029	80.7226	19.2774	9.73612	39.6189	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	0	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
3.5	78.6053	0.446759	11.7703	9.20162	50.1543	0.0241625	304.546	23.6951	203.909	100.993	90.1121	9.88787	88.0212	11.9788	81.1218	18.8782	99.0205	0.97954	80.7269	19.2731	9.72899	39.3981	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	0	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
3.6	78.646	0.445754	11.7462	9.18601	50.1544	0.0240461	304.566	23.6817	204.367	100.753	90.2328	9.76717	88.0613	11.9387	80.7242	19.2758	98.9969	1.00313	80.7312	19.2688	9.72191	39.1799	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	0	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
3.7	78.6866	0.444784	11.7222	9.17041	50.1545	0.0239169	304.587	23.6685	204.822	100.514	90.3516	9.64841	88.114	11.886	80.3285	19.6715	98.9732	1.02678	80.7354	19.2646	9.7149	38.9646	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	0	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
3.8	78.727	0.443844	11.6982	9.15484	50.1547	0.0237761	304.607	23.6553	205.273	100.276	90.4683	9.53172	88.1785	11.8215	79.9351	20.0649	98.9495	1.05045	80.7397	19.2603	9.70793	38.7519	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	0	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
3.9	78.7674	0.442929	11.6742	9.13928	50.1548	0.0236247	304.627	23.6422	205.72	100.039	90.5828	9.41719	88.2537	11.7463	79.5445	20.4555	98.9259	1.07412	80.7438	19.2562	9.70103	38.542	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	0	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
4	78.8078	0.442036	11.6504	9.12375	50.155	0.023464	304.647	23.6292	206.163	99.8025	90.6951	9.3049	88.3386	11.6614	79.1569	20.8431	98.9022	1.09776	80.748	19.252	9.69417	38.3348	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	0	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
4.1	78.848	0.441162	11.6265	9.10824	50.1552	0.0232949	304.666	23.6163	206.603	99.5674	90.8051	9.1949	88.4323	11.5677	78.7726	21.2274	98.8787	1.12135	80.7521	19.2479	9.68738	38.1302	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	0	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
4.2	78.8881	0.440304	11.6027	9.09275	50.1553	0.0231185	304.686	23.6035	207.039	99.3332	90.9128	9.08724	88.5339	11.4661	78.392	21.608	98.8551	1.14486	80.7562	19.2438	9.68064	37.9283	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	0	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
4.3	78.9281	0.43946	11.579	9.07729	50.1555	0.0229356	304.705	23.5909	207.471	99.1001	91.0181	8.98194	88.6426	11.3574	78.0152	21.9848	98.8317	1.16827	80.7602	19.2398	9.67395	37.729	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	0	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
4.4	78.9681	0.438627	11.5553	9.06185	50.1557	0.0227472	304.724	23.5783	207.9	98.8682	91.121	8.87902	88.7575	11.2425	77.6425	22.3575	98.8084	1.19157	80.7643	19.2357	9.66731	37.5322	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	0	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
4.5	79.008	0.437805	11.5317	9.04643	50.1559	0.022554	304.744	23.5658	208.325	98.6373	91.2215	8.77849	88.8779	11.1221	77.2741	22.7259	98.7853	1.21474	80.7683	19.2317	9.66072	37.338	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	0	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
4.6	79.0478	0.436992	11.5081	9.03104	50.1561	0.022357	304.762	23.5534	208.747	98.4076	91.3197	8.68033	89.0031	10.9969	76.9102	23.0898	98.7622	1.23775	80.7722	19.2278	9.65419	37.1462	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	0	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
