Time	[ppMek]	[ppErk]	[Raf]	[pRaf]	[TGFbR_Cav]	[TGFbR_EE]	[TGFbR_a]	[TGFbR]	[Smad2n]	[pSmad2n]	[pSmad2]	[Smad2]	[pMek]	[Mek]	[pmTORC1]	[mTORC1]	[pAkt]	[Akt]	[pPI3K]	[PI3K]	[pErk]	[Erk]	[pS6K]	[S6K]	Values[kSmad2Dephos_km]	Values[kSmad2Phos_kcat]	Values[kRafPhosByTGFbR_kcat]	Values[TGFb]	Values[kTGFbOn]	Values[pSmad2Tot]	Values[Smad2Tot]	Values[kSmad2Phos_km]	Values[kTGFbRRecyc]	Values[kTGFbRIntern]	Values[kTGFbOff]	Values[kmTORC1Dephos_km]	Values[kS6KDephos_km]	Values[kMekPhos_ki1]	Values[kMekPhos_km1]	Values[kRafDephosVmax]	Values[kRafDephos_km]	Values[kRafPhos_n]	Values[kRafPhos_Vmax]	Values[kRafPhos_ki]	Values[kRafPhos_km]	Values[GrowthFactors]	Values[kSmad2Dephos_Vmax]	Values[kAktPhos_ki]	Values[kAktPhos_km]	Values[MK2206]	Values[kAktPhos_kcat]	Values[kAktDephos_Vmax]	Values[kAktDephos_km]	Values[kmTORC1Phos_ki]	Values[kmTORC1Phos_km]	Values[Everolimus]	Values[kmTORC1Phos_kcat]	Values[kPI3KPhosByTGFbR_kcat]	Values[kPI3KPhosByTGFbR_km]	Values[kSmad2DephosByErk_kcat]	Values[kSmad2DephosByErk_km]	Values[kmTORC1Dephos_Vmax]	Values[kS6KPhosBymTORC1_km]	Values[kS6KPhosBymTORC1_kcat]	Values[kS6KDephos_Vmax]	Values[kSmad2PhosByAkt_km]	Values[kPI3KDephosByErk]	Values[kSmad2PhosByAkt_kcat]	Values[kRafPhosByTGFbR_km]	Values[kMekDephos_km1]	Values[kMekDephos_Vmax1]	Values[kMekPhos_kcat1]	Values[AZD]	Values[kErkDephos_km1]	Values[kErkDephos_Vmax1]	Values[kErkPhos_km1]	Values[kErkPhos_kcat1]	Values[kPI3KPhosByGF]	Values[kPI3KDephosByS6K]	Values[kRafPhosByPI3K_km]	Values[kRafPhosByPI3K_kcat]
13	10.1927	54.5188	80.4511	19.5489	10.0792	11.9484	1.09377	76.9026	49.8216	8.0827e-29	1.38346	48.795	24.567	303.21	10.4087	89.5913	15.6966	84.3034	11.5824	88.4176	112.744	177.038	0.546613	99.4534	60	0.1	265	0.005	0.1	1.38346	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	0	15	1800	50	200	0.239475	25	50	5
13.1	10.1942	54.5805	80.4502	19.5498	10.082	11.9451	1.09375	76.9031	49.8216	2.79296e-29	1.38223	48.7962	24.5699	303.206	10.4152	89.5848	15.6756	84.3244	11.5744	88.4256	112.777	176.943	0.546975	99.453	60	0.1	265	0.005	0.1	1.38223	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	0	15	1800	50	200	0.239475	25	50	5
13.2	10.1958	54.6421	80.4493	19.5507	10.0849	11.9417	1.09373	76.9036	49.8216	-1.07998e-29	1.381	48.7975	24.5728	303.201	10.4216	89.5784	15.6546	84.3454	11.5664	88.4336	112.811	176.848	0.547335	99.4527	60	0.1	265	0.005	0.1	1.381	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	0	15	1800	50	200	0.239475	25	50	5
13.3	10.1973	54.7036	80.4484	19.5516	10.0877	11.9384	1.0937	76.9041	49.8216	-1.94895e-29	1.37976	48.7987	24.5757	303.197	10.428	89.572	15.6336	84.3664	11.5585	88.4415	112.844	176.753	0.547693	99.4523	60	0.1	265	0.005	0.1	1.37976	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	0	15	1800	50	200	0.239475	25	50	5
13.4	10.1988	54.765	80.4476	19.5524	10.0905	11.935	1.09368	76.9047	49.8216	-2.72184e-29	1.37853	48.7999	24.5786	303.193	10.4344	89.5656	15.6126	84.3874	11.5505	88.4495	112.877	176.658	0.54805	99.452	60	0.1	265	0.005	0.1	1.37853	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	0	15	1800	50	200	0.239475	25	50	5
13.5	10.2004	54.8263	80.4467	19.5533	10.0933	11.9317	1.09366	76.9052	49.8216	-4.35524e-29	1.37729	48.8012	24.5815	303.188	10.4408	89.5592	15.5917	84.4083	11.5426	88.4574	112.91	176.564	0.548405	99.4516	60	0.1	265	0.005	0.1	1.37729	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	0	15	1800	50	200	0.239475	25	50	5
13.6	10.2019	54.8876	80.4458	19.5542	10.0961	11.9284	1.09364	76.9057	49.8216	-4.88945e-29	1.37605	48.8024	24.5844	303.184	10.4471	89.5529	15.5707	84.4293	11.5348	88.4652	112.943	176.47	0.548759	99.4512	60	0.1	265	0.005	0.1	1.37605	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	0	15	1800	50	200	0.239475	25	50	5
13.7	10.2034	54.9487	80.4449	19.5551	10.0989	11.9251	1.09361	76.9063	49.8216	-4.10004e-29	1.37481	48.8037	24.5872	303.179	10.4534	89.5466	15.5498	84.4502	11.5269	88.4731	112.975	176.376	0.549111	99.4509	60	0.1	265	0.005	0.1	1.37481	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	0	15	1800	50	200	0.239475	25	50	5
13.8	10.205	55.0097	80.4441	19.5559	10.1017	11.9218	1.09359	76.9068	49.8216	-2.39287e-29	1.37357	48.8049	24.5901	303.175	10.4597	89.5403	15.529	84.471	11.5191	88.4809	113.008	176.283	0.549462	99.4505	60	0.1	265	0.005	0.1	1.37357	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	0	15	1800	50	200	0.239475	25	50	5
13.9	10.2065	55.0707	80.4432	19.5568	10.1045	11.9185	1.09357	76.9073	49.8216	-1.1275e-29	1.37233	48.8061	24.5929	303.171	10.4659	89.5341	15.5081	84.4919	11.5114	88.4886	113.04	176.19	0.549812	99.4502	60	0.1	265	0.005	0.1	1.37233	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	0	15	1800	50	200	0.239475	25	50	5
14	10.208	55.1315	80.4423	19.5577	10.1073	11.9153	1.09354	76.9078	49.8216	5.48217e-31	1.37109	48.8074	24.5958	303.166	10.4722	89.5278	15.4874	84.5126	11.5036	88.4964	113.072	176.097	0.550159	99.4498	60	0.1	265	0.005	0.1	1.37109	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	0	15	1800	50	200	0.239475	25	50	5
14.1	10.2095	55.1922	80.4414	19.5586	10.11	11.912	1.09352	76.9084	49.8216	7.08182e-30	1.36984	48.8086	24.5986	303.162	10.4784	89.5216	15.4666	84.5334	11.4959	88.5041	113.104	176.004	0.550506	99.4495	60	0.1	265	0.005	0.1	1.36984	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	0	15	1800	50	200	0.239475	25	50	5
14.2	10.211	55.2529	80.4406	19.5594	10.1128	11.9087	1.0935	76.9089	49.8216	1.94758e-30	1.3686	48.8099	24.6014	303.158	10.4845	89.5155	15.4459	84.5541	11.4882	88.5118	113.136	175.912	0.550851	99.4491	60	0.1	265	0.005	0.1	1.3686	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	0	15	1800	50	200	0.239475	25	50	5
14.3	10.2125	55.3134	80.4397	19.5603	10.1155	11.9055	1.09347	76.9094	49.8216	9.8402e-30	1.36736	48.8111	24.6043	303.153	10.4907	89.5093	15.4252	84.5748	11.4805	88.5195	113.167	175.82	0.551194	99.4488	60	0.1	265	0.005	0.1	1.36736	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	0	15	1800	50	200	0.239475	25	50	5
14.4	10.214	55.3738	80.4389	19.5611	10.1182	11.9023	1.09345	76.91	49.8216	1.42145e-29	1.36612	48.8123	24.6071	303.149	10.4968	89.5032	15.4046	84.5954	11.4729	88.5271	113.199	175.728	0.551536	99.4485	60	0.1	265	0.005	0.1	1.36612	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	0	15	1800	50	200	0.239475	25	50	5
14.5	10.2155	55.4342	80.438	19.562	10.1209	11.899	1.09343	76.9105	49.8216	1.50104e-29	1.36488	48.8136	24.6099	303.145	10.5029	89.4971	15.3841	84.6159	11.4652	88.5348	113.23	175.636	0.551876	99.4481	60	0.1	265	0.005	0.1	1.36488	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	0	15	1800	50	200	0.239475	25	50	5
14.6	10.217	55.4944	80.4372	19.5628	10.1237	11.8958	1.0934	76.911	49.8216	1.17317e-29	1.36364	48.8148	24.6127	303.14	10.509	89.491	15.3636	84.6364	11.4577	88.5423	113.262	175.544	0.552215	99.4478	60	0.1	265	0.005	0.1	1.36364	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	0	15	1800	50	200	0.239475	25	50	5
14.7	10.2185	55.5545	80.4363	19.5637	10.1263	11.8926	1.09338	76.9115	49.8216	7.97443e-30	1.36241	48.8161	24.6155	303.136	10.515	89.485	15.3431	84.6569	11.4501	88.5499	113.293	175.453	0.552553	99.4474	60	0.1	265	0.005	0.1	1.36241	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	0	15	1800	50	200	0.239475	25	50	5
14.8	10.22	55.6146	80.4354	19.5646	10.129	11.8894	1.09336	76.9121	49.8216	3.96063e-30	1.36117	48.8173	24.6183	303.132	10.521	89.479	15.3227	84.6773	11.4426	88.5574	113.323	175.362	0.552889	99.4471	60	0.1	265	0.005	0.1	1.36117	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	0	15	1800	50	200	0.239475	25	50	5
14.9	10.2214	55.6745	80.4346	19.5654	10.1317	11.8863	1.09333	76.9126	49.8216	4.6157e-32	1.35994	48.8185	24.6211	303.128	10.527	89.473	15.3024	84.6976	11.435	88.565	113.354	175.272	0.553224	99.4468	60	0.1	265	0.005	0.1	1.35994	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	0	15	1800	50	200	0.239475	25	50	5
15	10.2229	55.7344	80.4338	19.5662	10.1344	11.8831	1.09331	76.9131	49.8216	-1.85568e-30	1.35871	48.8198	24.6238	303.123	10.533	89.467	15.2821	84.7179	11.4276	88.5724	113.385	175.181	0.553557	99.4464	60	0.1	265	0.005	0.1	1.35871	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	0	15	1800	50	200	0.239475	25	50	5
15.1	10.2244	55.7941	80.4329	19.5671	10.137	11.8799	1.09329	76.9137	49.8216	1.13734e-30	1.35748	48.821	24.6266	303.119	10.5389	89.4611	15.2619	84.7381	11.4201	88.5799	113.415	175.091	0.553888	99.4461	60	0.1	265	0.005	0.1	1.35748	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	0	15	1800	50	200	0.239475	25	50	5
15.2	10.2259	55.8537	80.4321	19.5679	10.1397	11.8768	1.09326	76.9142	49.8216	4.70009e-31	1.35625	48.8222	24.6294	303.115	10.5448	89.4552	15.2418	84.7582	11.4127	88.5873	113.446	175.001	0.554219	99.4458	60	0.1	265	0.005	0.1	1.35625	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	0	15	1800	50	200	0.239475	25	50	5
15.3	10.2273	55.9133	80.4312	19.5688	10.1423	11.8736	1.09324	76.9147	49.8216	-7.98504e-30	1.35503	48.8234	24.6321	303.111	10.5507	89.4493	15.2217	84.7783	11.4053	88.5947	113.476	174.911	0.554547	99.4455	60	0.1	265	0.005	0.1	1.35503	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	0	15	1800	50	200	0.239475	25	50	5
15.4	10.2288	55.9727	80.4304	19.5696	10.145	11.8705	1.09322	76.9152	49.8216	-1.83311e-29	1.35381	48.8247	24.6349	303.106	10.5565	89.4435	15.2017	84.7983	11.3979	88.6021	113.506	174.822	0.554875	99.4451	60	0.1	265	0.005	0.1	1.35381	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	0	15	1800	50	200	0.239475	25	50	5
15.5	10.2303	56.032	80.4296	19.5704	10.1476	11.8674	1.09319	76.9158	49.8216	-2.96062e-29	1.35259	48.8259	24.6376	303.102	10.5624	89.4376	15.1817	84.8183	11.3905	88.6095	113.535	174.733	0.555201	99.4448	60	0.1	265	0.005	0.1	1.35259	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	0	15	1800	50	200	0.239475	25	50	5
15.6	10.2317	56.0912	80.4287	19.5713	10.1502	11.8643	1.09317	76.9163	49.8216	-4.01931e-29	1.35137	48.8271	24.6403	303.098	10.5682	89.4318	15.1619	84.8381	11.3832	88.6168	113.565	174.644	0.555525	99.4445	60	0.1	265	0.005	0.1	1.35137	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	0	15	1800	50	200	0.239475	25	50	5
15.7	10.2332	56.1504	80.4279	19.5721	10.1528	11.8612	1.09315	76.9168	49.8216	-5.02476e-29	1.35016	48.8283	24.6431	303.094	10.5739	89.4261	15.1421	84.8579	11.3759	88.6241	113.595	174.555	0.555848	99.4442	60	0.1	265	0.005	0.1	1.35016	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	0	15	1800	50	200	0.239475	25	50	5
15.8	10.2346	56.2094	80.4271	19.5729	10.1554	11.8581	1.09312	76.9173	49.8216	-6.08715e-29	1.34895	48.8295	24.6458	303.09	10.5797	89.4203	15.1223	84.8777	11.3686	88.6314	113.624	174.467	0.55617	99.4438	60	0.1	265	0.005	0.1	1.34895	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	0	15	1800	50	200	0.239475	25	50	5
15.9	10.236	56.2683	80.4262	19.5738	10.158	11.855	1.0931	76.9179	49.8216	-6.75309e-29	1.34775	48.8307	24.6485	303.086	10.5854	89.4146	15.1027	84.8973	11.3614	88.6386	113.653	174.379	0.55649	99.4435	60	0.1	265	0.005	0.1	1.34775	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	0	15	1800	50	200	0.239475	25	50	5
16	10.2375	56.3271	80.4254	19.5746	10.1605	11.8519	1.09308	76.9184	49.8216	-6.71602e-29	1.34654	48.8319	24.6512	303.081	10.5911	89.4089	15.0831	84.9169	11.3542	88.6458	113.683	174.291	0.556809	99.4432	60	0.1	265	0.005	0.1	1.34654	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	0	15	1800	50	200	0.239475	25	50	5
16.1	10.2389	56.3858	80.4246	19.5754	10.1631	11.8488	1.09305	76.9189	49.8216	-5.58801e-29	1.34534	48.8331	24.6539	303.077	10.5968	89.4032	15.0636	84.9364	11.347	88.653	113.712	174.203	0.557126	99.4429	60	0.1	265	0.005	0.1	1.34534	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	0	15	1800	50	200	0.239475	25	50	5
16.2	10.2404	56.4445	80.4238	19.5762	10.1656	11.8458	1.09303	76.9195	49.8216	-3.58746e-29	1.34415	48.8343	24.6566	303.073	10.6024	89.3976	15.0441	84.9559	11.3398	88.6602	113.74	174.116	0.557442	99.4426	60	0.1	265	0.005	0.1	1.34415	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	0	15	1800	50	200	0.239475	25	50	5
16.3	10.2418	56.503	80.423	19.577	10.1682	11.8427	1.09301	76.92	49.8216	-2.87258e-29	1.34296	48.8355	24.6593	303.069	10.6081	89.3919	15.0248	84.9752	11.3327	88.6673	113.769	174.028	0.557757	99.4422	60	0.1	265	0.005	0.1	1.34296	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	0	15	1800	50	200	0.239475	25	50	5
16.4	10.2432	56.5614	80.4221	19.5779	10.1707	11.8397	1.09298	76.9205	49.8216	-2.39305e-29	1.34177	48.8367	24.6619	303.065	10.6136	89.3864	15.0055	84.9945	11.3255	88.6745	113.798	173.941	0.55807	99.4419	60	0.1	265	0.005	0.1	1.34177	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	0	15	1800	50	200	0.239475	25	50	5
16.5	10.2446	56.6197	80.4213	19.5787	10.1732	11.8367	1.09296	76.921	49.8216	-2.4612e-29	1.34058	48.8379	24.6646	303.061	10.6192	89.3808	14.9862	85.0138	11.3185	88.6815	113.826	173.855	0.558382	99.4416	60	0.1	265	0.005	0.1	1.34058	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	0	15	1800	50	200	0.239475	25	50	5
16.6	10.2461	56.6779	80.4205	19.5795	10.1758	11.8337	1.09294	76.9216	49.8216	-3.4752e-29	1.3394	48.8391	24.6673	303.057	10.6248	89.3752	14.9671	85.0329	11.3114	88.6886	113.854	173.768	0.558693	99.4413	60	0.1	265	0.005	0.1	1.3394	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	0	15	1800	50	200	0.239475	25	50	5
16.7	10.2475	56.736	80.4197	19.5803	10.1783	11.8306	1.09291	76.9221	49.8216	-5.66815e-29	1.33822	48.8402	24.6699	303.053	10.6303	89.3697	14.9481	85.0519	11.3043	88.6957	113.882	173.682	0.559002	99.441	60	0.1	265	0.005	0.1	1.33822	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	0	15	1800	50	200	0.239475	25	50	5
16.8	10.2489	56.794	80.4189	19.5811	10.1808	11.8276	1.09289	76.9226	49.8216	-5.88133e-29	1.33705	48.8414	24.6726	303.049	10.6358	89.3642	14.9291	85.0709	11.2973	88.7027	113.91	173.596	0.55931	99.4407	60	0.1	265	0.005	0.1	1.33705	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	0	15	1800	50	200	0.239475	25	50	5
16.9	10.2503	56.8518	80.4181	19.5819	10.1833	11.8247	1.09287	76.9231	49.8216	-5.48956e-29	1.33588	48.8426	24.6752	303.045	10.6413	89.3587	14.9102	85.0898	11.2903	88.7097	113.938	173.51	0.559616	99.4404	60	0.1	265	0.005	0.1	1.33588	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	0	15	1800	50	200	0.239475	25	50	5
17	10.2517	56.9096	80.4173	19.5827	10.1857	11.8217	1.09284	76.9237	49.8216	-4.07167e-29	1.33472	48.8437	24.6779	303.04	10.6467	89.3533	14.8913	85.1087	11.2834	88.7166	113.966	173.425	0.559921	99.4401	60	0.1	265	0.005	0.1	1.33472	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	0	15	1800	50	200	0.239475	25	50	5
17.1	10.2531	56.9673	80.4165	19.5835	10.1882	11.8187	1.09282	76.9242	49.8216	-1.09373e-29	1.33356	48.8449	24.6805	303.036	10.6521	89.3479	14.8726	85.1274	11.2764	88.7236	113.994	173.34	0.560225	99.4398	60	0.1	265	0.005	0.1	1.33356	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	0	15	1800	50	200	0.239475	25	50	5
17.2	10.2545	57.0249	80.4157	19.5843	10.1907	11.8157	1.0928	76.9247	49.8216	4.10207e-29	1.3324	48.8461	24.6831	303.032	10.6575	89.3425	14.8539	85.1461	11.2695	88.7305	114.021	173.255	0.560528	99.4395	60	0.1	265	0.005	0.1	1.3324	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	0	15	1800	50	200	0.239475	25	50	5
17.3	10.2559	57.0823	80.4149	19.5851	10.1931	11.8128	1.09277	76.9252	49.8216	6.61621e-29	1.33125	48.8472	24.6857	303.028	10.6629	89.3371	14.8353	85.1647	11.2626	88.7374	114.048	173.17	0.560829	99.4392	60	0.1	265	0.005	0.1	1.33125	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	0	15	1800	50	200	0.239475	25	50	5
17.4	10.2573	57.1397	80.4141	19.5859	10.1956	11.8098	1.09275	76.9258	49.8216	7.73427e-29	1.3301	48.8484	24.6883	303.024	10.6683	89.3317	14.8168	85.1832	11.2557	88.7443	114.075	173.085	0.561128	99.4389	60	0.1	265	0.005	0.1	1.3301	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	0	15	1800	50	200	0.239475	25	50	5
