Time	[ppMek]	[ppErk]	[Raf]	[pRaf]	[TGFbR_Cav]	[TGFbR_EE]	[TGFbR_a]	[TGFbR]	[Smad2n]	[pSmad2n]	[pSmad2]	[Smad2]	[pMek]	[Mek]	[pmTORC1]	[mTORC1]	[pAkt]	[Akt]	[pPI3K]	[PI3K]	[pErk]	[Erk]	[pS6K]	[S6K]	Values[kSmad2Dephos_km]	Values[kSmad2Phos_kcat]	Values[kRafPhosByTGFbR_kcat]	Values[TGFb]	Values[kTGFbOn]	Values[pSmad2Tot]	Values[Smad2Tot]	Values[kSmad2Phos_km]	Values[kTGFbRRecyc]	Values[kTGFbRIntern]	Values[kTGFbOff]	Values[kmTORC1Dephos_km]	Values[kS6KDephos_km]	Values[kMekPhos_ki1]	Values[kMekPhos_km1]	Values[kRafDephosVmax]	Values[kRafDephos_km]	Values[kRafPhos_n]	Values[kRafPhos_Vmax]	Values[kRafPhos_ki]	Values[kRafPhos_km]	Values[GrowthFactors]	Values[kSmad2Dephos_Vmax]	Values[kAktPhos_ki]	Values[kAktPhos_km]	Values[MK2206]	Values[kAktPhos_kcat]	Values[kAktDephos_Vmax]	Values[kAktDephos_km]	Values[kmTORC1Phos_ki]	Values[kmTORC1Phos_km]	Values[Everolimus]	Values[kmTORC1Phos_kcat]	Values[kPI3KPhosByTGFbR_kcat]	Values[kPI3KPhosByTGFbR_km]	Values[kSmad2DephosByErk_kcat]	Values[kSmad2DephosByErk_km]	Values[kmTORC1Dephos_Vmax]	Values[kS6KPhosBymTORC1_km]	Values[kS6KPhosBymTORC1_kcat]	Values[kS6KDephos_Vmax]	Values[kSmad2PhosByAkt_km]	Values[kPI3KDephosByErk]	Values[kSmad2PhosByAkt_kcat]	Values[kRafPhosByTGFbR_km]	Values[kMekDephos_km1]	Values[kMekDephos_Vmax1]	Values[kMekPhos_kcat1]	Values[AZD]	Values[kErkDephos_km1]	Values[kErkDephos_Vmax1]	Values[kErkPhos_km1]	Values[kErkPhos_kcat1]	Values[kPI3KPhosByGF]	Values[kPI3KDephosByS6K]	Values[kRafPhosByPI3K_km]	Values[kRafPhosByPI3K_kcat]
53.8	9.63066	35.8754	70.6955	29.3045	10.6753	11.155	1.08459	77.109	49.8216	-1.15958e-86	1.62147	48.557	50.059	278.28	14.4577	85.5423	20.9936	79.0064	13.3824	86.6176	96.6331	211.792	0.774907	99.2251	60	0.1	265	0.005	0.1	1.62147	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
53.9	9.63085	35.8808	70.6954	29.3046	10.6758	11.154	1.08457	77.1095	49.8216	-9.64952e-86	1.62051	48.558	50.0597	278.279	14.4654	85.5346	20.977	79.023	13.3782	86.6218	96.6398	211.78	0.775354	99.2246	60	0.1	265	0.005	0.1	1.62051	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
54	9.63105	35.8861	70.6952	29.3048	10.6764	11.153	1.08455	77.11	49.8216	-1.58322e-85	1.61955	48.5589	50.0604	278.279	14.4731	85.5269	20.9605	79.0395	13.374	86.626	96.6466	211.768	0.7758	99.2242	60	0.1	265	0.005	0.1	1.61955	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
54.1	9.63124	35.8915	70.6951	29.3049	10.677	11.1519	1.08453	77.1105	49.8216	-1.86993e-85	1.61859	48.5599	50.0611	278.278	14.4807	85.5193	20.9441	79.0559	13.3698	86.6302	96.6533	211.756	0.776244	99.2238	60	0.1	265	0.005	0.1	1.61859	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
54.2	9.63143	35.8968	70.695	29.305	10.6775	11.1509	1.08451	77.111	49.8216	-1.7144e-85	1.61764	48.5608	50.0618	278.277	14.4884	85.5116	20.9277	79.0723	13.3657	86.6343	96.6599	211.744	0.776687	99.2233	60	0.1	265	0.005	0.1	1.61764	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
54.3	9.63162	35.902	70.6949	29.3051	10.6781	11.1499	1.08449	77.1115	49.8216	-1.56228e-85	1.61669	48.5618	50.0625	278.276	14.496	85.504	20.9115	79.0885	13.3616	86.6384	96.6666	211.732	0.777129	99.2229	60	0.1	265	0.005	0.1	1.61669	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
54.4	9.63181	35.9073	70.6948	29.3052	10.6786	11.1489	1.08446	77.1119	49.8216	-1.57733e-85	1.61575	48.5627	50.0631	278.275	14.5036	85.4964	20.8953	79.1047	13.3574	86.6426	96.6732	211.72	0.777569	99.2224	60	0.1	265	0.005	0.1	1.61575	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
54.5	9.63199	35.9125	70.6947	29.3053	10.6792	11.1479	1.08444	77.1124	49.8216	-1.47648e-85	1.61481	48.5637	50.0638	278.274	14.5112	85.4888	20.8792	79.1208	13.3533	86.6467	96.6798	211.708	0.778008	99.222	60	0.1	265	0.005	0.1	1.61481	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
54.6	9.63218	35.9177	70.6946	29.3054	10.6797	11.1469	1.08442	77.1129	49.8216	-1.27187e-85	1.61388	48.5646	50.0645	278.273	14.5187	85.4813	20.8632	79.1368	13.3492	86.6508	96.6863	211.696	0.778446	99.2216	60	0.1	265	0.005	0.1	1.61388	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
54.7	9.63237	35.9229	70.6945	29.3055	10.6803	11.1459	1.0844	77.1134	49.8216	-9.80306e-86	1.61295	48.5655	50.0651	278.273	14.5262	85.4738	20.8472	79.1528	13.3452	86.6548	96.6929	211.685	0.778882	99.2211	60	0.1	265	0.005	0.1	1.61295	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
54.8	9.63255	35.928	70.6944	29.3056	10.6808	11.1449	1.08438	77.1139	49.8216	-6.23235e-86	1.61202	48.5664	50.0658	278.272	14.5337	85.4663	20.8313	79.1687	13.3411	86.6589	96.6993	211.673	0.779317	99.2207	60	0.1	265	0.005	0.1	1.61202	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
54.9	9.63273	35.9332	70.6943	29.3057	10.6814	11.1439	1.08436	77.1143	49.8216	-2.42531e-86	1.6111	48.5674	50.0665	278.271	14.5412	85.4588	20.8156	79.1844	13.3371	86.6629	96.7058	211.661	0.779751	99.2202	60	0.1	265	0.005	0.1	1.6111	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
55	9.63292	35.9383	70.6941	29.3059	10.6819	11.1429	1.08433	77.1148	49.8216	1.19071e-86	1.61019	48.5683	50.0671	278.27	14.5486	85.4514	20.7998	79.2002	13.333	86.667	96.7122	211.65	0.780183	99.2198	60	0.1	265	0.005	0.1	1.61019	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
55.1	9.6331	35.9433	70.694	29.306	10.6824	11.1419	1.08431	77.1153	49.8216	4.31679e-86	1.60928	48.5692	50.0678	278.269	14.5561	85.4439	20.7842	79.2158	13.329	86.671	96.7186	211.638	0.780614	99.2194	60	0.1	265	0.005	0.1	1.60928	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
55.2	9.63328	35.9484	70.6939	29.3061	10.683	11.1409	1.08429	77.1158	49.8216	6.50143e-86	1.60837	48.5701	50.0684	278.268	14.5635	85.4365	20.7686	79.2314	13.325	86.675	96.725	211.627	0.781044	99.219	60	0.1	265	0.005	0.1	1.60837	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
55.3	9.63346	35.9534	70.6938	29.3062	10.6835	11.1399	1.08427	77.1163	49.8216	7.24196e-86	1.60747	48.571	50.0691	278.267	14.5709	85.4291	20.7531	79.2469	13.321	86.679	96.7313	211.616	0.781473	99.2185	60	0.1	265	0.005	0.1	1.60747	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
55.4	9.63364	35.9585	70.6937	29.3063	10.684	11.1389	1.08425	77.1168	49.8216	5.98456e-86	1.60657	48.5719	50.0697	278.267	14.5782	85.4218	20.7377	79.2623	13.3171	86.6829	96.7377	211.604	0.7819	99.2181	60	0.1	265	0.005	0.1	1.60657	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
55.5	9.63382	35.9634	70.6936	29.3064	10.6846	11.1379	1.08423	77.1172	49.8216	4.42562e-86	1.60568	48.5728	50.0704	278.266	14.5856	85.4144	20.7224	79.2776	13.3131	86.6869	96.7439	211.593	0.782326	99.2177	60	0.1	265	0.005	0.1	1.60568	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
55.6	9.634	35.9684	70.6935	29.3065	10.6851	11.1369	1.08421	77.1177	49.8216	4.33543e-86	1.60479	48.5737	50.071	278.265	14.5929	85.4071	20.7071	79.2929	13.3092	86.6908	96.7502	211.582	0.782751	99.2172	60	0.1	265	0.005	0.1	1.60479	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
55.7	9.63417	35.9734	70.6934	29.3066	10.6856	11.1359	1.08419	77.1182	49.8216	3.91058e-86	1.60391	48.5746	50.0717	278.264	14.6002	85.3998	20.6919	79.3081	13.3053	86.6947	96.7564	211.571	0.783175	99.2168	60	0.1	265	0.005	0.1	1.60391	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
55.8	9.63435	35.9783	70.6933	29.3067	10.6861	11.1349	1.08416	77.1187	49.8216	3.2257e-86	1.60302	48.5754	50.0723	278.263	14.6075	85.3925	20.6768	79.3232	13.3014	86.6986	96.7626	211.56	0.783597	99.2164	60	0.1	265	0.005	0.1	1.60302	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
55.9	9.63452	35.9832	70.6932	29.3068	10.6866	11.134	1.08414	77.1192	49.8216	2.37956e-86	1.60215	48.5763	50.0729	278.263	14.6147	85.3853	20.6618	79.3382	13.2975	86.7025	96.7688	211.548	0.784018	99.216	60	0.1	265	0.005	0.1	1.60215	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
56	9.6347	35.9881	70.6931	29.3069	10.6872	11.133	1.08412	77.1196	49.8216	1.49508e-86	1.60128	48.5772	50.0736	278.262	14.6219	85.3781	20.6468	79.3532	13.2936	86.7064	96.7749	211.537	0.784438	99.2156	60	0.1	265	0.005	0.1	1.60128	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
56.1	9.63487	35.9929	70.693	29.307	10.6877	11.132	1.0841	77.1201	49.8216	5.35168e-87	1.60041	48.5781	50.0742	278.261	14.6292	85.3708	20.6319	79.3681	13.2897	86.7103	96.781	211.526	0.784857	99.2151	60	0.1	265	0.005	0.1	1.60041	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
56.2	9.63505	35.9977	70.6929	29.3071	10.6882	11.1311	1.08408	77.1206	49.8216	-5.9198e-87	1.59954	48.5789	50.0748	278.26	14.6363	85.3637	20.6171	79.3829	13.2859	86.7141	96.7871	211.516	0.785275	99.2147	60	0.1	265	0.005	0.1	1.59954	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
56.3	9.63522	36.0026	70.6928	29.3072	10.6887	11.1301	1.08406	77.1211	49.8216	-1.57453e-86	1.59868	48.5798	50.0754	278.259	14.6435	85.3565	20.6023	79.3977	13.282	86.718	96.7931	211.505	0.785691	99.2143	60	0.1	265	0.005	0.1	1.59868	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
56.4	9.63539	36.0073	70.6927	29.3073	10.6892	11.1291	1.08404	77.1216	49.8216	-2.26937e-86	1.59783	48.5806	50.076	278.259	14.6507	85.3493	20.5876	79.4124	13.2782	86.7218	96.7991	211.494	0.786106	99.2139	60	0.1	265	0.005	0.1	1.59783	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
56.5	9.63556	36.0121	70.6926	29.3074	10.6897	11.1282	1.08401	77.122	49.8216	-2.5162e-86	1.59698	48.5815	50.0767	278.258	14.6578	85.3422	20.573	79.427	13.2744	86.7256	96.8051	211.483	0.78652	99.2135	60	0.1	265	0.005	0.1	1.59698	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
56.6	9.63573	36.0169	70.6925	29.3075	10.6902	11.1272	1.08399	77.1225	49.8216	-2.13752e-86	1.59613	48.5823	50.0773	278.257	14.6649	85.3351	20.5584	79.4416	13.2706	86.7294	96.8111	211.472	0.786932	99.2131	60	0.1	265	0.005	0.1	1.59613	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
56.7	9.6359	36.0216	70.6924	29.3076	10.6907	11.1263	1.08397	77.123	49.8216	-1.17005e-86	1.59528	48.5832	50.0779	278.256	14.672	85.328	20.5439	79.4561	13.2668	86.7332	96.817	211.462	0.787344	99.2127	60	0.1	265	0.005	0.1	1.59528	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
56.8	9.63607	36.0263	70.6923	29.3077	10.6912	11.1253	1.08395	77.1235	49.8216	-1.29923e-86	1.59444	48.584	50.0785	278.255	14.679	85.321	20.5295	79.4705	13.263	86.737	96.8229	211.451	0.787754	99.2122	60	0.1	265	0.005	0.1	1.59444	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
56.9	9.63623	36.031	70.6922	29.3078	10.6917	11.1243	1.08393	77.124	49.8216	-1.24487e-86	1.59361	48.5849	50.0791	278.255	14.6861	85.3139	20.5152	79.4848	13.2593	86.7407	96.8288	211.441	0.788163	99.2118	60	0.1	265	0.005	0.1	1.59361	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
57	9.6364	36.0356	70.6921	29.3079	10.6922	11.1234	1.08391	77.1244	49.8216	-1.06207e-86	1.59277	48.5857	50.0797	278.254	14.6931	85.3069	20.5009	79.4991	13.2555	86.7445	96.8346	211.43	0.788571	99.2114	60	0.1	265	0.005	0.1	1.59277	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
57.1	9.63657	36.0403	70.692	29.308	10.6927	11.1225	1.08389	77.1249	49.8216	-8.05897e-87	1.59195	48.5865	50.0803	278.253	14.7001	85.2999	20.4867	79.5133	13.2518	86.7482	96.8404	211.42	0.788978	99.211	60	0.1	265	0.005	0.1	1.59195	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
57.2	9.63673	36.0449	70.6919	29.3081	10.6931	11.1215	1.08386	77.1254	49.8216	-5.31431e-87	1.59112	48.5873	50.0809	278.252	14.7071	85.2929	20.4725	79.5275	13.2481	86.7519	96.8462	211.409	0.789383	99.2106	60	0.1	265	0.005	0.1	1.59112	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
57.3	9.63689	36.0495	70.6918	29.3082	10.6936	11.1206	1.08384	77.1259	49.8216	-1.91121e-87	1.5903	48.5882	50.0815	278.252	14.714	85.286	20.4584	79.5416	13.2444	86.7556	96.852	211.399	0.789787	99.2102	60	0.1	265	0.005	0.1	1.5903	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
57.4	9.63706	36.054	70.6917	29.3083	10.6941	11.1196	1.08382	77.1264	49.8216	3.62037e-87	1.58948	48.589	50.0821	278.251	14.721	85.279	20.4444	79.5556	13.2407	86.7593	96.8577	211.389	0.790191	99.2098	60	0.1	265	0.005	0.1	1.58948	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
57.5	9.63722	36.0586	70.6916	29.3084	10.6946	11.1187	1.0838	77.1268	49.8216	8.92559e-87	1.58867	48.5898	50.0826	278.25	14.7279	85.2721	20.4304	79.5696	13.237	86.763	96.8634	211.378	0.790593	99.2094	60	0.1	265	0.005	0.1	1.58867	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
57.6	9.63738	36.0631	70.6915	29.3085	10.6951	11.1178	1.08378	77.1273	49.8216	1.35773e-86	1.58786	48.5906	50.0832	278.249	14.7348	85.2652	20.4166	79.5834	13.2334	86.7666	96.8691	211.368	0.790994	99.209	60	0.1	265	0.005	0.1	1.58786	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
57.7	9.63754	36.0676	70.6914	29.3086	10.6955	11.1168	1.08376	77.1278	49.8216	1.71483e-86	1.58706	48.5914	50.0838	278.249	14.7417	85.2583	20.4027	79.5973	13.2297	86.7703	96.8747	211.358	0.791393	99.2086	60	0.1	265	0.005	0.1	1.58706	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
57.8	9.6377	36.0721	70.6913	29.3087	10.696	11.1159	1.08374	77.1283	49.8216	1.92114e-86	1.58625	48.5922	50.0844	278.248	14.7485	85.2515	20.389	79.611	13.2261	86.7739	96.8803	211.348	0.791792	99.2082	60	0.1	265	0.005	0.1	1.58625	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
57.9	9.63786	36.0766	70.6912	29.3088	10.6965	11.115	1.08372	77.1287	49.8216	1.93394e-86	1.58546	48.593	50.085	278.247	14.7553	85.2447	20.3753	79.6247	13.2225	86.7775	96.8859	211.338	0.792189	99.2078	60	0.1	265	0.005	0.1	1.58546	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
58	9.63802	36.081	70.6912	29.3088	10.697	11.114	1.08369	77.1292	49.8216	1.71051e-86	1.58466	48.5938	50.0855	278.246	14.7622	85.2378	20.3616	79.6384	13.2189	86.7811	96.8915	211.328	0.792586	99.2074	60	0.1	265	0.005	0.1	1.58466	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
58.1	9.63818	36.0854	70.6911	29.3089	10.6974	11.1131	1.08367	77.1297	49.8216	1.20814e-86	1.58387	48.5946	50.0861	278.246	14.769	85.231	20.3481	79.6519	13.2153	86.7847	96.897	211.318	0.792981	99.207	60	0.1	265	0.005	0.1	1.58387	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
58.2	9.63833	36.0898	70.691	29.309	10.6979	11.1122	1.08365	77.1302	49.8216	9.54317e-87	1.58308	48.5954	50.0867	278.245	14.7757	85.2243	20.3345	79.6655	13.2117	86.7883	96.9025	211.308	0.793375	99.2066	60	0.1	265	0.005	0.1	1.58308	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
