Time,pAkt,pSmad2IsIgnored,ppErk,pS6K,GrowthFactors_indep,TGFb_indep,Everolimus_indep,AZD_indep,MK2206_indep,ExperimentIndicator_indep
72,5.622826521,2.12503144,19.0636028,16.42063544,1,0.005,0,0,0,0
