Time,pAkt,pSmad2IsIgnored,ppErk,pS6K,GrowthFactors_indep,TGFb_indep,Everolimus_indep,AZD_indep,MK2206_indep,ExperimentIndicator_indep
72,0.13723137667536098,1.10193894343615,0.070125618099116,0.292558840433438,1,0.005,1,0,0,10
