ModelID,Topology,RSS,AICc,AICc Rank,RSS Rank
77,RafPhosByTGFbR_RafPhosByPI3K_MekPhosByPI3K_PI3KPhosByMek,157.796,108.08198044578793,50,69
78,RafPhosByTGFbR_RafPhosByPI3K_MekPhosByPI3K_MekDephosByAkt,171.622,113.62540785727407,84,85
79,RafPhosByTGFbR_RafPhosByPI3K_PI3KPhosByMek_MekDephosByAkt,139.941,100.15655825960292,10,2
80,RafPhosByTGFbR_PI3KDephosByErk_MekPhosByPI3K_PI3KPhosByMek,157.351,107.89559111306468,49,66
81,RafPhosByTGFbR_PI3KDephosByErk_MekPhosByPI3K_MekDephosByAkt,153.30700000000002,106.17718001337667,36,20
82,RafPhosByTGFbR_PI3KDephosByErk_PI3KPhosByMek_MekDephosByAkt,156.011,107.33112867617069,46,59
83,RafPhosByTGFbR_MekPhosByPI3K_PI3KPhosByMek_MekDephosByAkt,156.005,107.32859034480276,45,58
84,PI3KPhosByTGFbR_RafPhosByPI3K_PI3KDephosByErk_MekPhosByPI3K,153.342,106.19224609877091,37,21
85,PI3KPhosByTGFbR_RafPhosByPI3K_PI3KDephosByErk_PI3KPhosByMek,153.716,106.35302362097627,40,33
86,PI3KPhosByTGFbR_RafPhosByPI3K_PI3KDephosByErk_MekDephosByAkt,162.168,109.88574562020449,64,79
87,PI3KPhosByTGFbR_RafPhosByPI3K_MekPhosByPI3K_PI3KPhosByMek,153.77200000000002,106.37706358377719,41,35
88,PI3KPhosByTGFbR_RafPhosByPI3K_MekPhosByPI3K_MekDephosByAkt,160.401,109.162655884196,55,75
89,PI3KPhosByTGFbR_RafPhosByPI3K_PI3KPhosByMek_MekDephosByAkt,153.668,106.33241096692953,39,30
90,PI3KPhosByTGFbR_PI3KDephosByErk_MekPhosByPI3K_PI3KPhosByMek,337.01800000000003,158.16497704728337,109,104
91,PI3KPhosByTGFbR_PI3KDephosByErk_MekPhosByPI3K_MekDephosByAkt,281.82599999999996,146.36110922450396,97,97
92,PI3KPhosByTGFbR_PI3KDephosByErk_PI3KPhosByMek_MekDephosByAkt,433.305,174.75114180549642,125,111
93,PI3KPhosByTGFbR_MekPhosByPI3K_PI3KPhosByMek_MekDephosByAkt,331.707,157.11661375866132,108,100
94,RafPhosByPI3K_PI3KDephosByErk_MekPhosByPI3K_PI3KPhosByMek,160.718,109.29296275981682,56,76
95,RafPhosByPI3K_PI3KDephosByErk_MekPhosByPI3K_MekDephosByAkt,160.899,109.36724988556696,57,77
96,RafPhosByPI3K_PI3KDephosByErk_PI3KPhosByMek_MekDephosByAkt,162.108,109.86132198080355,62,78
97,RafPhosByPI3K_MekPhosByPI3K_PI3KPhosByMek_MekDephosByAkt,150.76,105.07146362994729,31,7
98,PI3KDephosByErk_MekPhosByPI3K_PI3KPhosByMek_MekDephosByAkt,279.029,145.70281597437176,96,96
99,RafPhosByTGFbR_PI3KPhosByTGFbR_RafPhosByPI3K_PI3KDephosByErk_MekPhosByPI3K,153.398,110.18489232523267,69,25
100,RafPhosByTGFbR_PI3KPhosByTGFbR_RafPhosByPI3K_PI3KDephosByErk_PI3KPhosByMek,154.078,110.47681802459907,72,40
101,RafPhosByTGFbR_PI3KPhosByTGFbR_RafPhosByPI3K_PI3KDephosByErk_MekDephosByAkt,153.275,110.1319499375083,67,18
102,RafPhosByTGFbR_PI3KPhosByTGFbR_RafPhosByPI3K_MekPhosByPI3K_PI3KPhosByMek,150.80200000000002,109.05839555032563,54,8
103,RafPhosByTGFbR_PI3KPhosByTGFbR_RafPhosByPI3K_MekPhosByPI3K_MekDephosByAkt,153.27100000000002,110.13022752064418,66,16
104,RafPhosByTGFbR_PI3KPhosByTGFbR_RafPhosByPI3K_PI3KPhosByMek_MekDephosByAkt,155.999,111.29459955688102,76,56
105,RafPhosByTGFbR_PI3KPhosByTGFbR_PI3KDephosByErk_MekPhosByPI3K_PI3KPhosByMek,154.094,110.48367134028607,73,41
106,RafPhosByTGFbR_PI3KPhosByTGFbR_PI3KDephosByErk_MekPhosByPI3K_MekDephosByAkt,154.517,110.66459825140214,74,46
107,RafPhosByTGFbR_PI3KPhosByTGFbR_PI3KDephosByErk_PI3KPhosByMek_MekDephosByAkt,154.745,110.76191381378166,75,50
108,RafPhosByTGFbR_PI3KPhosByTGFbR_MekPhosByPI3K_PI3KPhosByMek_MekDephosByAkt,146.167,106.99801319714442,44,6
109,RafPhosByTGFbR_RafPhosByPI3K_PI3KDephosByErk_MekPhosByPI3K_PI3KPhosByMek,137.664,103.04237777727818,25,0
110,RafPhosByTGFbR_RafPhosByPI3K_PI3KDephosByErk_MekPhosByPI3K_MekDephosByAkt,153.378,110.1762866976616,68,24
111,RafPhosByTGFbR_RafPhosByPI3K_PI3KDephosByErk_PI3KPhosByMek_MekDephosByAkt,157.351,111.86413875413777,79,65
112,RafPhosByTGFbR_RafPhosByPI3K_MekPhosByPI3K_PI3KPhosByMek_MekDephosByAkt,156.02700000000002,111.30644472366177,77,60
113,RafPhosByTGFbR_PI3KDephosByErk_MekPhosByPI3K_PI3KPhosByMek_MekDephosByAkt,,,127,127
114,PI3KPhosByTGFbR_RafPhosByPI3K_PI3KDephosByErk_MekPhosByPI3K_PI3KPhosByMek,152.695,109.88172902793471,63,11
115,PI3KPhosByTGFbR_RafPhosByPI3K_PI3KDephosByErk_MekPhosByPI3K_MekDephosByAkt,159.408,112.72134507465572,82,73
116,PI3KPhosByTGFbR_RafPhosByPI3K_PI3KDephosByErk_PI3KPhosByMek_MekDephosByAkt,153.804,110.35934441604604,71,37
117,PI3KPhosByTGFbR_RafPhosByPI3K_MekPhosByPI3K_PI3KPhosByMek_MekDephosByAkt,152.52100000000002,109.80647739470382,60,9
118,PI3KPhosByTGFbR_PI3KDephosByErk_MekPhosByPI3K_PI3KPhosByMek_MekDephosByAkt,195.393,126.15537854775457,95,94
119,RafPhosByPI3K_PI3KDephosByErk_MekPhosByPI3K_PI3KPhosByMek_MekDephosByAkt,157.392,111.88133373553723,80,68
120,RafPhosByTGFbR_PI3KPhosByTGFbR_RafPhosByPI3K_PI3KDephosByErk_MekPhosByPI3K_PI3KPhosByMek,157.276,115.97760045880557,90,64
121,RafPhosByTGFbR_PI3KPhosByTGFbR_RafPhosByPI3K_PI3KDephosByErk_MekPhosByPI3K_MekDephosByAkt,153.346,114.30744289544158,87,23
122,RafPhosByTGFbR_PI3KPhosByTGFbR_RafPhosByPI3K_PI3KDephosByErk_PI3KPhosByMek_MekDephosByAkt,157.35299999999998,116.00990517389197,91,67
123,RafPhosByTGFbR_PI3KPhosByTGFbR_RafPhosByPI3K_MekPhosByPI3K_PI3KPhosByMek_MekDephosByAkt,153.406,114.3332617983371,88,26
124,RafPhosByTGFbR_PI3KPhosByTGFbR_PI3KDephosByErk_MekPhosByPI3K_PI3KPhosByMek_MekDephosByAkt,154.102,114.63202526751668,89,42
125,RafPhosByTGFbR_RafPhosByPI3K_PI3KDephosByErk_MekPhosByPI3K_PI3KPhosByMek_MekDephosByAkt,142.55700000000002,109.49242039510473,58,4
126,PI3KPhosByTGFbR_RafPhosByPI3K_PI3KDephosByErk_MekPhosByPI3K_PI3KPhosByMek_MekDephosByAkt,159.624,116.95564296983774,92,74
127,RafPhosByTGFbR_PI3KPhosByTGFbR_RafPhosByPI3K_PI3KDephosByErk_MekPhosByPI3K_PI3KPhosByMek_MekDephosByAkt,152.892,118.44508515221403,94,12
