ModelID,Topology,RSS,AICc,AICc Rank,RSS Rank,f
0,Null,0.775069,-179.4428013365411,2,181,362
1,MekPhosByAkt,0.7799189999999999,-158.3492311792041,34,189,6426
2,PI3KPhosByTGFbR,0.775127,-158.44167889782958,32,184,5888
3,ErkPhosByAkt,0.269714,-174.27665012635214,5,65,325
4,PI3KDephosByErk,0.78428,-158.26559070955688,35,192,6720
5,MekPhosByPI3K,0.773097,-158.4810143136994,31,179,5549
6,PI3KPhosByMek,0.313094,-172.0395302271337,8,69,552
7,MekDephosByAkt,1.06596,-153.66261599272104,46,254,11684
8,RafDephosByAkt,0.086963,-191.25484108869603,0,18,0
9,MekPhosByAkt_PI3KPhosByTGFbR,0.8139890000000001,-143.70787941529943,83,224,18592
10,MekPhosByAkt_ErkPhosByAkt,0.775121,-144.44179500828417,74,183,13542
11,MekPhosByAkt_PI3KDephosByErk,0.7989539999999999,-143.98753161910537,80,205,16400
12,MekPhosByAkt_MekPhosByPI3K,0.772459,-144.49339820731902,72,177,12744
13,MekPhosByAkt_PI3KPhosByMek,0.737717,-145.18367796792307,65,145,9425
14,MekPhosByAkt_MekDephosByAkt,0.780406,-144.33986774500008,76,190,14440
15,MekPhosByAkt_RafDephosByAkt,0.798879,-143.98893977627927,79,204,16116
16,PI3KPhosByTGFbR_ErkPhosByAkt,0.801929,-143.93178107222548,81,208,16848
17,PI3KPhosByTGFbR_PI3KDephosByErk,0.806126,-143.85348133378255,82,215,17630
18,PI3KPhosByTGFbR_MekPhosByPI3K,0.7791520000000001,-144.36398996944285,75,187,14025
19,PI3KPhosByTGFbR_PI3KPhosByMek,0.73469,-145.2453525782265,64,115,7360
20,PI3KPhosByTGFbR_MekDephosByAkt,0.141501,-169.95248043832328,10,42,420
21,PI3KPhosByTGFbR_RafDephosByAkt,0.15546600000000002,-168.54067632835051,12,49,588
22,ErkPhosByAkt_PI3KDephosByErk,0.902349,-142.16206175342631,93,250,23250
23,ErkPhosByAkt_MekPhosByPI3K,0.798683,-143.99262038462467,78,196,15288
24,ErkPhosByAkt_PI3KPhosByMek,0.739139,-145.15479227210488,68,150,10200
25,ErkPhosByAkt_MekDephosByAkt,0.854241,-142.98388187052927,85,237,20145
26,ErkPhosByAkt_RafDephosByAkt,0.818433,-143.6262091551883,84,227,19068
27,PI3KDephosByErk_MekPhosByPI3K,0.7728079999999999,-144.4866226790912,73,178,12994
28,PI3KDephosByErk_PI3KPhosByMek,0.741854,-145.09979532664735,69,155,10695
29,PI3KDephosByErk_MekDephosByAkt,0.7901819999999999,-144.15313272114676,77,194,14938
30,PI3KDephosByErk_RafDephosByAkt,0.118159,-172.65661457496873,7,29,203
31,MekPhosByPI3K_PI3KPhosByMek,0.635613,-147.41823388773673,59,99,5841
32,MekPhosByPI3K_MekDephosByAkt,0.149403,-169.13737190898928,11,46,506
33,MekPhosByPI3K_RafDephosByAkt,0.132553,-170.93234371955117,9,38,342
34,PI3KPhosByMek_MekDephosByAkt,0.753862,-144.85894229049973,71,167,11857
35,PI3KPhosByMek_RafDephosByAkt,0.73875,-145.1626886704606,67,148,9916
36,MekDephosByAkt_RafDephosByAkt,0.247216,-161.58314547514428,22,62,1364
37,MekPhosByAkt_PI3KPhosByTGFbR_ErkPhosByAkt,0.8121470000000001,-133.74186182737014,134,222,29748
38,MekPhosByAkt_PI3KPhosByTGFbR_PI3KDephosByErk,0.804718,-133.879703618968,131,214,28034
39,MekPhosByAkt_PI3KPhosByTGFbR_MekPhosByPI3K,0.779745,-134.35257805392948,124,188,23312
40,MekPhosByAkt_PI3KPhosByTGFbR_PI3KPhosByMek,0.73554,-135.22800835124085,108,126,13608
41,MekPhosByAkt_PI3KPhosByTGFbR_MekDephosByAkt,0.15729200000000002,-158.36552294319173,33,50,1650
42,MekPhosByAkt_PI3KPhosByTGFbR_RafDephosByAkt,0.45641,-142.38620927597592,91,83,7553
43,MekPhosByAkt_ErkPhosByAkt_PI3KDephosByErk,0.8855379999999999,-132.44415165261137,143,242,34606
44,MekPhosByAkt_ErkPhosByAkt_MekPhosByPI3K,0.7741939999999999,-134.4597448785937,120,180,21600
45,MekPhosByAkt_ErkPhosByAkt_PI3KPhosByMek,0.7448640000000001,-135.0390574305705,113,160,18080
46,MekPhosByAkt_ErkPhosByAkt_MekDephosByAkt,0.122874,-162.06969060003178,21,33,693
47,MekPhosByAkt_ErkPhosByAkt_RafDephosByAkt,0.81666,-133.65873942768465,135,226,30510
48,MekPhosByAkt_PI3KDephosByErk_MekPhosByPI3K,0.798776,-133.99087386092475,129,201,25929
49,MekPhosByAkt_PI3KDephosByErk_PI3KPhosByMek,0.746228,-135.0116144482368,115,162,18630
50,MekPhosByAkt_PI3KDephosByErk_MekDephosByAkt,0.775193,-134.44040174214481,122,185,22570
51,MekPhosByAkt_PI3KDephosByErk_RafDephosByAkt,0.8777360000000001,-132.57689422552255,141,240,33840
52,MekPhosByAkt_MekPhosByPI3K_PI3KPhosByMek,0.739322,-135.15107895127463,111,153,16983
53,MekPhosByAkt_MekPhosByPI3K_MekDephosByAkt,0.8982049999999999,-132.23110729135905,145,248,35960
54,MekPhosByAkt_MekPhosByPI3K_RafDephosByAkt,0.705205,-135.85975409097878,105,110,11550
55,MekPhosByAkt_PI3KPhosByMek_MekDephosByAkt,0.742062,-135.09559023684383,112,156,17472
56,MekPhosByAkt_PI3KPhosByMek_RafDephosByAkt,0.751725,-134.9015237175796,116,165,19140
57,MekPhosByAkt_MekDephosByAkt_RafDephosByAkt,0.7986949999999999,-133.9923950153007,128,197,25216
58,PI3KPhosByTGFbR_ErkPhosByAkt_PI3KDephosByErk,0.460196,-142.2622949159093,92,84,7728
59,PI3KPhosByTGFbR_ErkPhosByAkt_MekPhosByPI3K,0.8073100000000001,-133.83146620186778,133,219,29127
60,PI3KPhosByTGFbR_ErkPhosByAkt_PI3KPhosByMek,0.735934,-135.2199755893419,109,129,14061
61,PI3KPhosByTGFbR_ErkPhosByAkt_MekDephosByAkt,0.535592,-139.98649204348007,95,91,8645
62,PI3KPhosByTGFbR_ErkPhosByAkt_RafDephosByAkt,0.188032,-155.68789978459483,37,56,2072
63,PI3KPhosByTGFbR_PI3KDephosByErk_MekPhosByPI3K,0.7987890000000001,-133.99062973940232,130,202,26260
64,PI3KPhosByTGFbR_PI3KDephosByErk_PI3KPhosByMek,0.771491,-134.51220710903542,119,176,20944
65,PI3KPhosByTGFbR_PI3KDephosByErk_MekDephosByAkt,0.7807850000000001,-134.3325848435336,125,191,23875
66,PI3KPhosByTGFbR_PI3KDephosByErk_RafDephosByAkt,0.153085,-158.77218236100316,30,48,1440
67,PI3KPhosByTGFbR_MekPhosByPI3K_PI3KPhosByMek,0.734827,-135.2425557408902,107,117,12519
68,PI3KPhosByTGFbR_MekPhosByPI3K_MekDephosByAkt,0.143823,-159.7083315482994,28,44,1232
69,PI3KPhosByTGFbR_MekPhosByPI3K_RafDephosByAkt,0.7592300000000001,-134.75251077435144,117,171,20007
70,PI3KPhosByTGFbR_PI3KPhosByMek_MekDephosByAkt,0.0805276,-168.40808245918578,13,9,117
71,PI3KPhosByTGFbR_PI3KPhosByMek_RafDephosByAkt,0.382685,-145.02889925419348,70,75,5250
72,PI3KPhosByTGFbR_MekDephosByAkt_RafDephosByAkt,0.443815,-142.80596506722696,88,81,7128
73,ErkPhosByAkt_PI3KDephosByErk_MekPhosByPI3K,0.775085,-134.4424916898866,121,182,22022
74,ErkPhosByAkt_PI3KDephosByErk_PI3KPhosByMek,0.746211,-135.01195617074606,114,161,18354
75,ErkPhosByAkt_PI3KDephosByErk_MekDephosByAkt,0.893684,-132.30679852435105,144,243,34992
76,ErkPhosByAkt_PI3KDephosByErk_RafDephosByAkt,0.859432,-132.89300661234358,138,238,32844
77,ErkPhosByAkt_MekPhosByPI3K_PI3KPhosByMek,0.8477790000000001,-133.0977823719827,137,234,32058
78,ErkPhosByAkt_MekPhosByPI3K_MekDephosByAkt,0.291273,-149.12316762547977,52,68,3536
79,ErkPhosByAkt_MekPhosByPI3K_RafDephosByAkt,0.129816,-161.24531125270667,23,37,851
80,ErkPhosByAkt_PI3KPhosByMek_MekDephosByAkt,0.806863,-133.83977386179197,132,217,28644
81,ErkPhosByAkt_PI3KPhosByMek_RafDephosByAkt,0.77042,-134.53304489096132,118,174,20532
82,ErkPhosByAkt_MekDephosByAkt_RafDephosByAkt,0.798682,-133.99263916555452,127,195,24765
83,PI3KDephosByErk_MekPhosByPI3K_PI3KPhosByMek,1.15763,-128.42513084122874,158,255,40290
84,PI3KDephosByErk_MekPhosByPI3K_MekDephosByAkt,0.13667,-160.47354328661459,26,41,1066
85,PI3KDephosByErk_MekPhosByPI3K_RafDephosByAkt,0.119794,-162.45047818694508,19,31,589
86,PI3KDephosByErk_PI3KPhosByMek_MekDephosByAkt,0.726258,-135.41850234732544,106,114,12084
87,PI3KDephosByErk_PI3KPhosByMek_RafDephosByAkt,1.00814,-130.4991472831247,152,252,38304
88,PI3KDephosByErk_MekDephosByAkt_RafDephosByAkt,0.0884905,-166.99365417697618,14,21,294
89,MekPhosByPI3K_PI3KPhosByMek_MekDephosByAkt,0.363768,-145.78933767430323,62,71,4402
90,MekPhosByPI3K_PI3KPhosByMek_RafDephosByAkt,0.877367,-132.58320154774987,140,239,33460
91,MekPhosByPI3K_MekDephosByAkt_RafDephosByAkt,0.117873,-162.69296559601293,18,28,504
92,PI3KPhosByMek_MekDephosByAkt_RafDephosByAkt,1.04525,-129.9569116477151,154,253,38962
93,MekPhosByAkt_PI3KPhosByTGFbR_ErkPhosByAkt_PI3KDephosByErk,0.80711,-126.33518270688552,189,218,41202
94,MekPhosByAkt_PI3KPhosByTGFbR_ErkPhosByAkt_MekPhosByPI3K,0.0743201,-162.11136060070257,20,7,140
95,MekPhosByAkt_PI3KPhosByTGFbR_ErkPhosByAkt_PI3KPhosByMek,0.736205,-127.7144530129467,163,133,21679
96,MekPhosByAkt_PI3KPhosByTGFbR_ErkPhosByAkt_MekDephosByAkt,0.8297610000000001,-125.92001658850522,193,230,44390
97,MekPhosByAkt_PI3KPhosByTGFbR_ErkPhosByAkt_RafDephosByAkt,0.151175,-151.46051060887606,49,47,2303
98,MekPhosByAkt_PI3KPhosByTGFbR_PI3KDephosByErk_MekPhosByPI3K,0.7788109999999999,-126.87055623588395,177,186,32922
99,MekPhosByAkt_PI3KPhosByTGFbR_PI3KDephosByErk_PI3KPhosByMek,0.7354470000000001,-127.72990503693808,162,122,19764
100,MekPhosByAkt_PI3KPhosByTGFbR_PI3KDephosByErk_MekDephosByAkt,0.810962,-126.26376424200541,190,221,41990
101,MekPhosByAkt_PI3KPhosByTGFbR_PI3KDephosByErk_RafDephosByAkt,0.8478899999999999,-125.59581854531328,196,235,46060
102,MekPhosByAkt_PI3KPhosByTGFbR_MekPhosByPI3K_PI3KPhosByMek,0.734759,-127.74394388694049,160,116,18560
103,MekPhosByAkt_PI3KPhosByTGFbR_MekPhosByPI3K_MekDephosByAkt,0.17860399999999998,-148.95951623214256,53,51,2703
104,MekPhosByAkt_PI3KPhosByTGFbR_MekPhosByPI3K_RafDephosByAkt,0.804193,-126.38949284942203,187,213,39831
105,MekPhosByAkt_PI3KPhosByTGFbR_PI3KPhosByMek_MekDephosByAkt,0.736338,-127.71174341464578,164,135,22140
