ModelID,Topology,RSS,AICc,AICc Rank,RSS Rank,f
0,Null,,,127,127,
1,RafPhosByTGFbR,0.174412,-69.4920358588403,96,108,1808.303616
2,PI3KPhosByTGFbR,0.296819,-64.7067159781142,112,116,3856.272448
3,RafPhosByPI3K,0.0387499,-83.0306651305074,73,79,223.4706733
4,PI3KDephosByErk,0.379602,-62.4927086880331,121,125,5741.48025
5,MekPhosByPI3K,0.0387495,-83.0307580344525,72,74,206.457336
6,PI3KPhosByMek,0.337298,-63.556117393372,114,123,4729.592556
7,MekDephosByAkt,0.300012,-64.6104164421592,113,121,4102.064076
8,RafPhosByTGFbR_PI3KPhosByTGFbR,0.171224,-68.0580649396809,97,100,1660.8728
9,RafPhosByTGFbR_RafPhosByPI3K,0.00767314,-96.005285437431,54,64,26.51837184
10,RafPhosByTGFbR_PI3KDephosByErk,0.174412,-67.8920358588403,99,110,1899.34668
11,RafPhosByTGFbR_MekPhosByPI3K,0.00767285,-96.0056255914387,53,58,23.5863409
12,RafPhosByTGFbR_PI3KPhosByMek,0.171236,-68.0574342090843,98,106,1778.799568
13,RafPhosByTGFbR_MekDephosByAkt,0.174412,-67.8920358588403,100,109,1901.0908
14,PI3KPhosByTGFbR_RafPhosByPI3K,0.0177053,-88.4800424387884,71,71,89.2524173
15,PI3KPhosByTGFbR_PI3KDephosByErk,0.296815,-63.1068372649677,116,114,3925.08156
16,PI3KPhosByTGFbR_MekPhosByPI3K,0.00448583,-100.836506849525,0,10,0
17,PI3KPhosByTGFbR_PI3KPhosByMek,0.296811,-63.1069585534557,115,112,3822.92568
18,PI3KPhosByTGFbR_MekDephosByAkt,0.298118,-63.0674142753174,117,118,4115.817108
19,RafPhosByPI3K_PI3KDephosByErk,0.0387503,-81.4305722275214,78,85,256.914489
20,RafPhosByPI3K_MekPhosByPI3K,0.0387496,-81.4307348083763,75,76,220.87272
21,RafPhosByPI3K_PI3KPhosByMek,0.0441433,-80.2578482654741,80,92,324.894688
22,RafPhosByPI3K_MekDephosByAkt,0.0387496,-81.4307348083763,76,77,226.7626592
23,PI3KDephosByErk_MekPhosByPI3K,0.0387507,-81.4304793254943,79,87,266.3335611
24,PI3KDephosByErk_PI3KPhosByMek,0.300009,-63.0105064390093,118,119,4212.726378
25,PI3KDephosByErk_MekDephosByAkt,0.300015,-63.010326446209,120,122,4392.2196
26,MekPhosByPI3K_PI3KPhosByMek,0.03875,-81.430641904671,77,81,241.68375
27,MekPhosByPI3K_MekDephosByAkt,0.0387492,-81.4308277130407,74,73,209.3231784
28,PI3KPhosByMek_MekDephosByAkt,0.300012,-63.0104164421592,119,120,4284.17136
29,RafPhosByTGFbR_PI3KPhosByTGFbR_RafPhosByPI3K,0.00523513,-98.1372027059448,18,45,4.2404553
