Time,pAkt,pSmad2IsIgnored,ppErk,pS6K,GrowthFactors_indep,TGFb_indep,Everolimus_indep,AZD_indep,MK2206_indep,ExperimentIndicator_indep
72,7.123516872000001,17.77155917,12.33765945,4.483441955,1,0.005,1,0,0,6
