Time,pAkt,pSmad2,ppErk,pS6K,GrowthFactors_indep,TGFb_indep,Everolimus_indep,AZD_indep,MK2206_indep,ExperimentIndicator_indep
72,6.090816236,3.529775396,24.54195037,18.05521872,1,0.005,0,0,0,1
