Time	pAkt	pSmad2	ppErk	pS6K	GrowthFactors_indep	TGFb_indep	Everolimus_indep	AZD_indep	MK2206_indep
0.0					1	0	0	0	0
24.0					1	0	0	0	0
48.0					1	0	0	0	0
70.25					0	0	0	0	0
70.75					0	0	0	0	0
71.25					0	1	0	0	0
72.0	6.090816236	3.5297753960000002	24.54195037	18.05521872	0	1	0	0	0
