Time	pAkt	pSmad2	ppErk	pS6K	GrowthFactors_indep	TGFb_indep	Everolimus_indep	AZD_indep	MK2206_indep
0.0					1	0	0	0	0
24.0					1	0	0	0	0
48.0					1	0	0	0	0
70.25					0	0	0	0	0
70.75					0	0	0	0	0
71.25					0	0	0	0	0
72.0	5.622826521	2.12503144	19.0636028	16.42063544	0	0	0	0	0
