Time,pAkt,pSmad2,ppErk,pS6K,GrowthFactors_indep,TGFb_indep,Everolimus_indep,AZD_indep,MK2206_indep,ExperimentIndicator_indep
0,,,,,1,0,1,0,0,3
24,,,,,1,0,1,0,0,3
48,,,,,1,0,1,1,0,3
70.25,,,,,0,0,1,1,0,3
70.75,,,,,0,0,1,1,0,3
71.25,,,,,0,1,1,1,0,3
72,13.50069569,14.99440943,1.190834822,4.978064846,0,1,1,1,0,3
