Time,pAkt,pSmad2,ppErk,pS6K,GrowthFactors_indep,TGFb_indep,Everolimus_indep,AZD_indep,MK2206_indep,ExperimentIndicator_indep
0,,,,,1,0,1,0,0,7
24,,,,,1,0,1,0,0,7
48,,,,,1,0,1,0,1,7
70.25,,,,,0,0,1,0,1,7
70.75,,,,,0,0,1,0,1,7
71.25,,,,,0,1,1,0,1,7
72,6.440698141,14.39799489,14.21564158,4.287248773,0,1,1,0,1,7
