Time,pAkt,pSmad2,ppErk,pS6K,GrowthFactors_indep,TGFb_indep,Everolimus_indep,AZD_indep,MK2206_indep,ExperimentIndicator_indep
0,,,,,1,0,1,0,0,6
24,,,,,1,0,1,0,0,6
48,,,,,1,0,1,0,0,6
70.25,,,,,0,0,1,0,0,6
70.75,,,,,0,0,1,0,1,6
71.25,,,,,0,1,1,0,1,6
72,7.123516872,17.77155917,12.33765945,4.483441955,0,1,1,0,1,6
