ModelID,Topology,RSS,AICc,AICc Rank,RSS Rank,f
0,Null,0.453649,-187.4772256322054,0,230,0
1,MekPhosByAkt,0.139546,-184.1611677611141,1,91,91
2,PI3KPhosByTGFbR,0.450485,-166.5822104989154,15,217,3255
3,ErkPhosByAkt,0.16461199999999998,-181.68321435733537,2,152,304
4,PI3KDephosByErk,0.480718,-165.60786990740036,21,249,5229
5,MekPhosByPI3K,0.453648,-166.47725869745307,18,229,4122
6,PI3KPhosByMek,0.445376,-166.75329916292944,13,211,2743
7,MekDephosByAkt,0.453651,-166.47715950192875,20,234,4680
8,RafDephosByAkt,0.453648,-166.47725869745307,19,228,4332
9,MekPhosByAkt_PI3KPhosByTGFbR,0.139882,-170.1250940503255,8,95,760
10,MekPhosByAkt_ErkPhosByAkt,0.139546,-170.1611677611141,5,89,445
11,MekPhosByAkt_PI3KDephosByErk,0.17665999999999998,-166.6236774815104,14,169,2366
12,MekPhosByAkt_MekPhosByPI3K,0.139722,-170.1422611885779,7,93,651
13,MekPhosByAkt_PI3KPhosByMek,0.111802,-173.4861404565355,3,32,96
14,MekPhosByAkt_MekDephosByAkt,0.139667,-170.14816693297485,6,92,552
15,MekPhosByAkt_RafDephosByAkt,0.140361,-170.0738170728671,9,99,891
16,PI3KPhosByTGFbR_ErkPhosByAkt,0.159132,-168.19107150401328,10,133,1330
17,PI3KPhosByTGFbR_PI3KDephosByErk,0.450474,-152.58257677529426,85,216,18360
18,PI3KPhosByTGFbR_MekPhosByPI3K,0.4523390000000001,-152.52060372042354,88,227,19976
19,PI3KPhosByTGFbR_PI3KPhosByMek,0.442188,-152.8610552360692,80,202,16160
20,PI3KPhosByTGFbR_MekDephosByAkt,0.45061,-152.57804889550616,86,218,18748
21,PI3KPhosByTGFbR_RafDephosByAkt,0.450715,-152.57455404069324,87,219,19053
22,ErkPhosByAkt_PI3KDephosByErk,0.178272,-166.48742509368913,16,171,2736
23,ErkPhosByAkt_MekPhosByPI3K,0.16438,-167.70436989045987,11,147,1617
