Time	[TGFbR]	[TGFbR_a]	[TGFbR_EE]	[TGFbR_Cav]	[Smad2]	[pSmad2]	[Mek]	[pMek]	[Erk]	[pErk]	[PI3K]	[pPI3K]	[Akt]	[pAkt]	[mTORC1]	[pmTORC1]	[S6K]	[pS6K]	[Raf]	[pRaf]	[ppMek]	[ppErk]	Values[Smad2Tot]	Values[_kTGFbOn]	Values[TGFb]	Values[kTGFbOff]	Values[kTGFbRIntern]	Values[kTGFbRRecyc]	Values[kSmad2Phos_km]	Values[_kSmad2Phos_kcat]	Values[kSmad2Dephos_km]	Values[kSmad2Dephos_Vmax]	Values[GrowthFactors]	Values[kRafPhos_km]	Values[kRafPhos_ki]	Values[kRafPhos_Vmax]	Values[kRafPhos_n]	Values[kRafDephos_km]	Values[kRafDephosVmax]	Values[kMekPhos_km1]	Values[_kMekPhos_ki]	Values[kMekPhos_kcat]	Values[AZD]	Values[kMekDephos_km]	Values[kMekDephos_Vmax]	Values[kErkPhos_km1]	Values[kErkPhos_kcat]	Values[kErkDephos_km]	Values[kErkDephos_Vmax]	Values[_kPI3KPhosByGF]	Values[_kPI3KDephosByS6K]	Values[kAktPhos_km]	Values[_kAktPhos_ki]	Values[_kAktPhos_kcat]	Values[MK2206]	Values[kAktDephos_km]	Values[kAktDephos_Vmax]	Values[kmTORC1Phos_km]	Values[_kmTORC1Phos_ki]	Values[_kmTORC1Phos_kcat]	Values[Everolimus]	Values[_kmTORCPhosBasal_Vmax]	Values[_kmTORCPhosBasal_km]	Values[kmTORC1Dephos_km]	Values[_kmTORC1Dephos_Vmax]	Values[kS6KPhosBymTORC1_km]	Values[_kS6KPhosBymTORC1_kcat]	Values[kS6KDephos_km]	Values[kS6KDephos_Vmax]	Values[kRafPhosByTGFbR_km]	Values[_kRafPhosByTGFbR_kcat]	Values[kRafPhosByPI3K_km]	Values[_kRafPhosByPI3K_kcat]	Values[kPI3KPhosByTGFbR_km]	Values[_kPI3KPhosByTGFbR_kcat]	Values[_kPI3KDephosByErk]	Values[kSmad2PhosByAkt_km]	Values[kSmad2PhosByAkt_kcat]	Values[kSmad2DephosByErk_km]	Values[kSmad2DephosByErk_kcat]
0	76.8397	0.966719	12.5503	9.66719	49.6779	0.500563	252.876	56.0643	183.332	117.882	99.9603	0.0396972	99.4132	0.586759	90.2725	9.72754	90.507	9.49301	87.9326	12.0674	29.0295	43.0863	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	1	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
0.1	76.9286	0.889936	12.5395	9.66589	50.1514	0.0270913	313.719	18.129	165.608	118.296	97.8965	2.10346	99.2972	0.702813	90.2759	9.72407	92.5604	7.43961	84.5063	15.4937	6.12215	60.397	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	1	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
0.2	77.0104	0.824856	12.5264	9.66226	50.165	0.0134197	300.852	25.4554	197.358	107.476	97.185	2.81498	99.116	0.884	90.2792	9.72076	94.3003	5.69967	78.2146	21.7854	11.6622	39.4664	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	1	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
0.3	77.0862	0.769678	12.5114	9.65667	50.164	0.0144951	306.67	22.5781	187.05	109.095	96.5622	3.43778	98.8928	1.10719	90.2823	9.71766	95.7196	4.28043	81.9441	18.0559	8.72218	48.1554	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	1	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
0.4	77.1569	0.722875	12.4947	9.64942	50.1645	0.0139636	302.65	24.7385	195.66	105.758	95.5217	4.47831	98.5942	1.40582	90.2852	9.71482	96.8298	3.17023	79.8513	20.1487	10.5817	42.8828	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	1	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
0.5	77.2233	0.683156	12.4767	9.64077	50.1638	0.014704	304.946	23.5255	192.205	106.628	94.514	5.48601	98.2236	1.77642	90.2877	9.71233	97.662	2.338	81.0357	18.9643	9.49826	45.4681	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	1	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
0.6	77.286	0.649431	12.4576	9.63094	50.1635	0.0149433	303.415	24.3762	194.293	105.742	93.2026	6.79743	97.7568	2.24322	90.2897	9.71026	98.2614	1.73856	80.3634	19.6366	10.1788	44.2648	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	1	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
0.7	77.3456	0.620775	12.4374	9.62012	50.1628	0.0156682	304.314	23.875	193.108	106.166	92.0296	7.97041	97.2078	2.79218	90.2913	9.70872	98.6786	1.32138	80.738	19.262	9.78054	45.0262	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	1	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
0.8	77.4025	0.596409	12.4165	9.60847	50.1622	0.0162696	303.741	24.2037	193.502	105.981	90.814	9.18601	96.5779	3.42211	90.2922	9.70778	98.9611	1.03889	80.5264	19.4736	10.025	44.8174	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	1	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
0.9	77.4572	0.57567	12.3949	9.59611	50.1614	0.0170652	304.096	23.9979	193.111	106.172	89.8658	10.1342	95.8961	4.10388	90.2925	9.70752	99.1485	0.851486	80.6486	19.3514	9.87585	45.0171	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	1	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
1	77.51	0.558001	12.3727	9.58316	50.1606	0.0178178	303.897	24.1141	193.223	106.125	89.0506	10.9494	95.1814	4.81856	90.292	9.70797	99.271	0.728976	80.5846	19.4154	9.95864	44.9524	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	1	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
1.1	77.5612	0.542929	12.3501	9.56972	50.1598	0.01862	304.048	24.0234	193.225	106.158	88.4802	11.5198	94.4611	5.53886	90.2908	9.70915	99.3503	0.649699	80.6272	19.3728	9.8986	44.9174	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	1	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
1.2	77.6109	0.530053	12.3271	9.55586	50.1591	0.0193769	303.989	24.0577	193.415	106.081	88.0449	11.9551	93.751	6.24904	90.2889	9.71107	99.4012	0.59876	80.6104	19.3896	9.92305	44.8045	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	1	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
1.3	77.6595	0.519036	12.3037	9.54166	50.1583	0.0201156	304.061	24.0129	193.64	106.004	87.7552	12.2448	93.0653	6.93466	90.2863	9.71369	99.4338	0.566198	80.6268	19.3732	9.89598	44.6565	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	1	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
1.4	77.707	0.509591	12.2801	9.52716	50.1577	0.0208032	304.053	24.0172	193.936	105.875	87.546	12.454	92.4106	7.5894	90.283	9.717	99.4545	0.545473	80.625	19.375	9.89989	44.4892	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	1	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
1.5	77.7537	0.501477	12.2563	9.51243	50.157	0.0214499	304.094	23.9911	194.276	105.732	87.4063	12.5937	91.7911	8.20887	90.279	9.72096	99.4677	0.532341	80.6328	19.3672	9.88532	44.2916	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	1	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
1.6	77.7996	0.494488	12.2323	9.49749	50.1564	0.0220477	304.103	23.9845	194.642	105.565	87.3058	12.6942	91.2073	8.79267	90.2745	9.72552	99.4759	0.52407	80.6355	19.3645	9.88218	44.0925	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	1	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
1.7	77.8448	0.488451	12.2082	9.48239	50.1559	0.0226024	304.132	23.9661	195.037	105.388	87.2352	12.7648	90.6588	9.34116	90.2693	9.73066	99.4811	0.518907	80.6405	19.3595	9.87236	43.8755	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	1	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
1.8	77.8895	0.48322	12.184	9.46715	50.1553	0.0231145	304.148	23.9555	195.44	105.199	87.1823	12.8177	90.1438	9.8562	90.2637	9.73634	99.4843	0.515734	80.6444	19.3556	9.86675	43.6613	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	1	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
1.9	77.9337	0.47867	12.1597	9.45181	50.1549	0.0235879	304.171	23.9404	195.858	105.004	87.1419	12.8581	89.6602	10.3398	90.2575	9.74252	99.4862	0.513837	80.6488	19.3512	9.85877	43.4385	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	1	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
2	77.9775	0.474698	12.1354	9.43637	50.1544	0.0240254	304.189	23.9283	196.278	104.804	87.1093	12.8907	89.2059	10.7941	90.2508	9.74918	99.4872	0.512761	80.6529	19.3471	9.85235	43.2182	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	1	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
2.1	78.0209	0.471214	12.111	9.42086	50.154	0.0244301	304.21	23.9145	196.705	104.6	87.0821	12.9179	88.7784	11.2216	90.2437	9.75628	99.4878	0.512215	80.657	19.343	9.84508	42.9949	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	1	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
2.2	78.0639	0.468144	12.0865	9.4053	50.1537	0.0248049	304.23	23.9019	197.133	104.394	87.0584	12.9416	88.3758	11.6242	90.2362	9.76379	99.488	0.512016	80.6611	19.3389	9.8384	42.7738	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	1	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
2.3	78.1067	0.465423	12.0621	9.38969	50.1533	0.0251522	304.25	23.8887	197.563	104.185	87.0371	12.9629	87.996	12.004	90.2283	9.7717	99.488	0.512044	80.6652	19.3348	9.83144	42.5522	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	1	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
2.4	78.1492	0.462999	12.0376	9.37405	50.153	0.0254745	304.269	23.876	197.992	103.976	87.0175	12.9825	87.6372	12.3628	90.22	9.77997	99.4878	0.512224	80.6693	19.3307	9.82471	42.3325	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	1	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
2.5	78.1915	0.460826	12.0132	9.35838	50.1527	0.0257737	304.289	23.8631	198.422	103.765	86.9991	13.0009	87.2978	12.7022	90.2114	9.7886	99.4875	0.512509	80.6733	19.3267	9.8179	42.1138	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	1	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
2.6	78.2336	0.458865	11.9888	9.3427	50.1524	0.026052	304.308	23.8505	198.85	103.554	86.9817	13.0183	86.9761	13.0239	90.2025	9.79755	99.4871	0.512866	80.6773	19.3227	9.81119	41.8969	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	1	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
2.7	78.2755	0.457084	11.9644	9.327	50.1522	0.0263108	304.328	23.8378	199.277	103.342	86.9651	13.0349	86.671	13.329	90.1932	9.80681	99.4867	0.513275	80.6813	19.3187	9.80448	41.6814	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	1	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
2.8	78.3172	0.455455	11.94	9.31131	50.1519	0.0265518	304.347	23.8252	199.703	103.129	86.9491	13.0509	86.3812	13.6188	90.1836	9.81636	99.4863	0.513724	80.6853	19.3147	9.79783	41.4679	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	1	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
2.9	78.3587	0.453955	11.9156	9.29561	50.1517	0.0267763	304.366	23.8127	200.127	102.917	86.9338	13.0662	86.1056	13.8944	90.1738	9.8262	99.4858	0.514204	80.6893	19.3107	9.7912	41.2561	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	1	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
3	78.4001	0.452565	11.8913	9.27992	50.1515	0.0269856	304.385	23.8002	200.55	102.704	86.9189	13.0811	85.8431	14.1569	90.1637	9.8363	99.4853	0.514709	80.6932	19.3068	9.78461	41.0463	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	1	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
3.1	78.4414	0.451269	11.867	9.26423	50.1513	0.0271807	304.404	23.7878	200.97	102.492	86.9045	13.0955	85.593	14.407	90.1534	9.84665	99.4848	0.515236	80.6972	19.3028	9.77805	40.8383	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	1	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
3.2	78.4825	0.45005	11.8428	9.24856	50.1511	0.0273627	304.423	23.7754	201.389	102.279	86.8906	13.1094	85.3544	14.6456	90.1428	9.85724	99.4842	0.51578	80.7011	19.2989	9.77152	40.6322	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	1	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
3.3	78.5236	0.448899	11.8186	9.2329	50.1509	0.0275325	304.442	23.7632	201.806	102.067	86.8771	13.1229	85.1265	14.8735	90.1319	9.86805	99.4837	0.516341	80.705	19.295	9.76503	40.4281	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	1	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
3.4	78.5645	0.447805	11.7944	9.21725	50.1508	0.0276909	304.461	23.7509	202.22	101.854	86.8641	13.1359	84.9087	15.0913	90.1209	9.87908	99.4831	0.516916	80.7089	19.2911	9.75858	40.226	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	1	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
3.5	78.6053	0.446759	11.7703	9.20162	50.1506	0.0278386	304.479	23.7388	202.633	101.642	86.8514	13.1486	84.7003	15.2997	90.1097	9.89032	99.4825	0.517505	80.7128	19.2872	9.75215	40.0257	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	1	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
3.6	78.646	0.445754	11.7462	9.18601	50.1505	0.0279765	304.498	23.7267	203.043	101.43	86.8392	13.1608	84.5009	15.4991	90.0982	9.90176	99.4819	0.518107	80.7166	19.2834	9.74577	39.8274	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	1	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
3.7	78.6866	0.444784	11.7222	9.17041	50.1504	0.028105	304.516	23.7147	203.451	101.219	86.8274	13.1726	84.3098	15.6902	90.0866	9.91338	99.4813	0.518721	80.7204	19.2796	9.73941	39.631	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	1	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
3.8	78.727	0.443844	11.6982	9.15484	50.1502	0.0282247	304.534	23.7027	203.857	101.007	86.816	13.184	84.1266	15.8734	90.0748	9.92518	99.4807	0.519346	80.7243	19.2757	9.73309	39.4365	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	1	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
3.9	78.7674	0.442929	11.6742	9.13928	50.1501	0.0283363	304.552	23.6908	204.26	100.796	86.805	13.195	83.951	16.049	90.0629	9.93715	99.48	0.519982	80.728	19.272	9.7268	39.2439	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	1	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
4	78.8078	0.442036	11.6504	9.12375	50.15	0.0284401	304.571	23.679	204.662	100.586	86.7944	13.2056	83.7824	16.2176	90.0507	9.94928	99.4794	0.520628	80.7318	19.2682	9.72055	39.0531	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	1	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
4.1	78.848	0.441162	11.6265	9.10824	50.1499	0.0285367	304.589	23.6672	205.061	100.375	86.7842	13.2158	83.6205	16.3795	90.0384	9.96157	99.4787	0.521284	80.7356	19.2644	9.71433	38.8643	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	1	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
4.2	78.8881	0.440304	11.6027	9.09275	50.1498	0.0286264	304.606	23.6555	205.458	100.166	86.7744	13.2256	83.465	16.535	90.026	9.97401	99.4781	0.521948	80.7393	19.2607	9.70813	38.6772	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	1	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
4.3	78.9281	0.439459	11.579	9.07729	50.1498	0.0287096	304.624	23.6438	205.852	99.9562	86.7649	13.2351	83.3156	16.6844	90.0134	9.98659	99.4774	0.522622	80.7431	19.2569	9.70198	38.492	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	1	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
4.4	78.9681	0.438627	11.5553	9.06185	50.1497	0.0287867	304.642	23.6322	206.245	99.7473	86.7558	13.2442	83.1719	16.8281	90.0007	9.9993	99.4767	0.523304	80.7468	19.2532	9.69585	38.3085	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	1	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
4.5	79.008	0.437805	11.5317	9.04643	50.1496	0.0288581	304.66	23.6207	206.635	99.5388	86.7471	13.2529	83.0337	16.9663	89.9879	10.0121	99.476	0.523994	80.7505	19.2495	9.68976	38.1269	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	1	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
4.6	79.0478	0.436992	11.5081	9.03104	50.1495	0.0289239	304.677	23.6092	207.023	99.3307	86.7387	13.2613	82.9007	17.0993	89.9749	10.0251	99.4753	0.524692	80.7542	19.2458	9.68369	37.947	50.1785	0.1	0.005	1	0.33	0.033	50	0.1	60	65	1	10	3.5	9000	1	8	3602.5	15	0.25	90	0	15	2700	50	200	15	1800	0.239475	25	12.5	0.01	1.5	0	15	30	3	0.001	0.35	1	0.1	0.1	100	1	100	0.5	10	50	25	265	50	5	10	50	0.5	40	0.1	30	7.5
