ModelID,Topology,RSS,AICc,AICc Rank,RSS Rank,f
0,Null,32.2751,-4.111633840734376,94,127,385300.1438
1,RafPhosByTGFbR,19.7173,-32.9884490580657,1,45,887.2785000000001
2,PI3KPhosByTGFbR,31.8956,-1.2443204037089757,105,122,408582.63600000006
3,RafPhosByPI3K,27.8307,-10.241990930075339,83,90,207895.329
4,PI3KDephosByErk,31.8954,-1.2447342551927392,102,121,393653.0268
5,MekPhosByPI3K,29.3387,-6.759320374731061,89,107,279392.4401
6,PI3KPhosByMek,31.8954,-1.2447342551927392,104,119,394737.4704
7,MekDephosByAkt,31.8954,-1.2447342551927392,103,120,394227.144
8,RafPhosByTGFbR_PI3KPhosByTGFbR,19.9101,-28.543030200479215,11,57,12483.6327
9,RafPhosByTGFbR_RafPhosByPI3K,18.3088,-34.076821458015694,0,8,0.0
10,RafPhosByTGFbR_PI3KDephosByErk,20.1827,-27.645518564720355,14,69,19496.488200000003
11,RafPhosByTGFbR_MekPhosByPI3K,19.4895,-29.952214789803982,4,31,2416.698
12,RafPhosByTGFbR_PI3KPhosByMek,19.6251,-29.494603777387574,6,37,4356.772199999999
13,RafPhosByTGFbR_MekDephosByAkt,20.0968,-27.927021989280682,13,66,17243.0544
14,PI3KPhosByTGFbR_RafPhosByPI3K,18.8517,-32.14821718112308,2,19,716.3646
15,PI3KPhosByTGFbR_PI3KDephosByErk,32.079,2.937284804831144,118,123,465594.606
16,PI3KPhosByTGFbR_MekPhosByPI3K,30.9619,0.5979679945551908,106,111,364297.7154
17,PI3KPhosByTGFbR_PI3KPhosByMek,31.6652,2.0803853962605885,112,116,411394.2784
18,PI3KPhosByTGFbR_MekDephosByAkt,32.0792,2.9376962876969372,119,124,473360.6752
19,RafPhosByPI3K_PI3KDephosByErk,19.5111,-29.87910821473792,5,33,3219.3314999999993
20,RafPhosByPI3K_MekPhosByPI3K,20.8888,-25.375954893457596,21,73,32022.5304
21,RafPhosByPI3K_PI3KPhosByMek,23.4462,-17.753264784087413,57,85,113596.839
22,RafPhosByPI3K_MekDephosByAkt,27.9032,-6.267090563388663,90,91,228527.20799999998
23,PI3KDephosByErk_MekPhosByPI3K,28.0444,-5.933949560509468,92,103,265748.73439999996
24,PI3KDephosByErk_PI3KPhosByMek,31.5732,1.8883500416735615,110,114,395927.92799999996
25,PI3KDephosByErk_MekDephosByAkt,32.171,3.1262966071634963,120,126,486425.51999999996
26,MekPhosByPI3K_PI3KPhosByMek,28.02,-5.991397784397556,91,97,247332.54
27,MekPhosByPI3K_MekDephosByAkt,29.907,-1.6899120816097337,100,109,325986.3
28,PI3KPhosByMek_MekDephosByAkt,30.9991,0.6772178547896885,107,112,371493.2144
29,RafPhosByTGFbR_PI3KPhosByTGFbR_RafPhosByPI3K,18.1599,-30.64722665100558,3,3,163.4391
30,RafPhosByTGFbR_PI3KPhosByTGFbR_PI3KDephosByErk,19.9009,-24.604986691972954,27,56,30090.160799999998
31,RafPhosByTGFbR_PI3KPhosByTGFbR_MekPhosByPI3K,18.4859,-29.472927407603606,7,9,1164.6117000000002
32,RafPhosByTGFbR_PI3KPhosByTGFbR_PI3KPhosByMek,19.9858,-24.324020431924126,29,62,35934.4684
33,RafPhosByTGFbR_PI3KPhosByTGFbR_MekDephosByAkt,19.9008,-24.60531833609872,26,55,28458.144000000004
34,RafPhosByTGFbR_RafPhosByPI3K_PI3KDephosByErk,19.7173,-25.216709927630916,23,47,21314.4013
35,RafPhosByTGFbR_RafPhosByPI3K_MekPhosByPI3K,20.0968,-23.958474348207602,31,65,40495.052
36,RafPhosByTGFbR_RafPhosByPI3K_PI3KPhosByMek,19.2765,-26.708949172720196,17,27,8847.9135
37,RafPhosByTGFbR_RafPhosByPI3K_MekDephosByAkt,18.6913,-28.743634295894935,10,18,3364.434
38,RafPhosByTGFbR_PI3KDephosByErk_MekPhosByPI3K,20.0968,-23.958474348207602,32,64,41158.2464
39,RafPhosByTGFbR_PI3KDephosByErk_PI3KPhosByMek,19.0706,-27.417713621520477,15,24,6865.415999999999
40,RafPhosByTGFbR_PI3KDephosByErk_MekDephosByAkt,19.7173,-25.216709927630916,22,46,19953.907600000002
41,RafPhosByTGFbR_MekPhosByPI3K_PI3KPhosByMek,18.4948,-29.441159484803848,9,10,1664.5320000000002
42,RafPhosByTGFbR_MekPhosByPI3K_MekDephosByAkt,28.1923,-1.618247036396113,101,105,298979.3415
43,RafPhosByTGFbR_PI3KPhosByMek_MekDephosByAkt,18.4948,-29.441159484803848,8,12,1775.5008000000003
44,PI3KPhosByTGFbR_RafPhosByPI3K_PI3KDephosByErk,19.9797,-24.34416780919335,28,61,34125.327600000004
45,PI3KPhosByTGFbR_RafPhosByPI3K_MekPhosByPI3K,19.6012,-25.60648177906907,20,36,14112.864
46,PI3KPhosByTGFbR_RafPhosByPI3K_PI3KPhosByMek,19.7761,-25.020180742120516,24,53,25155.1992
47,PI3KPhosByTGFbR_RafPhosByPI3K_MekDephosByAkt,22.4521,-16.644119876238094,66,80,118547.088
48,PI3KPhosByTGFbR_PI3KDephosByErk_MekPhosByPI3K,28.026,-2.0087188939395872,99,101,280231.97400000005
49,PI3KPhosByTGFbR_PI3KDephosByErk_PI3KPhosByMek,31.6665,6.051642580895965,124,117,459417.582
50,PI3KPhosByTGFbR_PI3KDephosByErk_MekDephosByAkt,32.086,6.9202328199970395,126,125,505354.5
51,PI3KPhosByTGFbR_MekPhosByPI3K_PI3KPhosByMek,28.0135,-2.038162411946793,97,95,258144.40250000003
52,PI3KPhosByTGFbR_MekPhosByPI3K_MekDephosByAkt,28.0227,-2.016490706675718,98,100,274622.46
53,PI3KPhosByTGFbR_PI3KPhosByMek_MekDephosByAkt,31.664,6.046431821464552,123,115,447887.28
54,RafPhosByPI3K_PI3KDephosByErk_MekPhosByPI3K,22.3064,-17.07381407808471,64,79,112781.1584
55,RafPhosByPI3K_PI3KDephosByErk_PI3KPhosByMek,25.423,-8.442291620246088,86,87,190214.886
56,RafPhosByPI3K_PI3KDephosByErk_MekDephosByAkt,30.9331,4.505095484172436,121,110,411719.561
57,RafPhosByPI3K_MekPhosByPI3K_PI3KPhosByMek,22.8665,-15.437058654418934,74,83,140446.043
58,RafPhosByPI3K_MekPhosByPI3K_MekDephosByAkt,22.268,-17.187529602106054,62,77,106307.432
59,RafPhosByPI3K_PI3KPhosByMek_MekDephosByAkt,25.591,-8.007585849895698,87,88,195924.69600000003
60,PI3KDephosByErk_MekPhosByPI3K_PI3KPhosByMek,27.9685,-2.144267968721522,95,92,244444.68999999997
61,PI3KDephosByErk_MekPhosByPI3K_MekDephosByAkt,29.4144,1.1824932799316272,108,108,343089.5616
62,PI3KDephosByErk_PI3KPhosByMek_MekDephosByAkt,31.0155,4.680673405459316,122,113,427579.68299999996
63,MekPhosByPI3K_PI3KPhosByMek_MekDephosByAkt,27.9689,-2.143324056419523,96,93,249706.3392
64,RafPhosByTGFbR_PI3KPhosByTGFbR_RafPhosByPI3K_PI3KDephosByErk,19.7175,-21.071112931936828,44,49,42510.93
65,RafPhosByTGFbR_PI3KPhosByTGFbR_RafPhosByPI3K_MekPhosByPI3K,19.6364,-21.34313718250593,39,38,29101.1448
66,RafPhosByTGFbR_PI3KPhosByTGFbR_RafPhosByPI3K_PI3KPhosByMek,19.0734,-23.263096487955753,34,25,16212.39
67,RafPhosByTGFbR_PI3KPhosByTGFbR_RafPhosByPI3K_MekDephosByAkt,19.6879,-21.17026687365244,41,40,32288.156
68,RafPhosByTGFbR_PI3KPhosByTGFbR_PI3KDephosByErk_MekPhosByPI3K,21.2948,-15.991994151044413,70,74,110307.064
69,RafPhosByTGFbR_PI3KPhosByTGFbR_PI3KDephosByErk_PI3KPhosByMek,19.77,-20.895614253030732,50,52,51402.0
70,RafPhosByTGFbR_PI3KPhosByTGFbR_PI3KDephosByErk_MekDephosByAkt,19.9007,-20.46072244565909,53,54,56955.8034
71,RafPhosByTGFbR_PI3KPhosByTGFbR_MekPhosByPI3K_PI3KPhosByMek,19.7159,-21.076468797779388,42,42,34778.8476
72,RafPhosByTGFbR_PI3KPhosByTGFbR_MekPhosByPI3K_MekDephosByAkt,19.7174,-21.071447660819107,43,48,40696.7136
73,RafPhosByTGFbR_PI3KPhosByTGFbR_PI3KPhosByMek_MekDephosByAkt,23.8603,-8.484290971351857,85,86,174418.793
74,RafPhosByTGFbR_RafPhosByPI3K_PI3KDephosByErk_MekPhosByPI3K,22.8308,-11.395253205458847,80,81,147943.584
75,RafPhosByTGFbR_RafPhosByPI3K_PI3KDephosByErk_PI3KPhosByMek,19.2712,-22.582170579341142,35,26,17536.792
76,RafPhosByTGFbR_RafPhosByPI3K_PI3KDephosByErk_MekDephosByAkt,18.6723,-24.665830918367778,25,17,7935.7275
