Time,pAkt,pSmad2IsIgnored,ppErk,pS6K,GrowthFactors_indep,TGFb_indep,Everolimus_indep,AZD_indep,MK2206_indep,ExperimentIndicator_indep
72,6.440698141,14.39799489,14.21564158,4.287248773,1,0.005,1,0,0,7
