Time,pAkt,pSmad2IsIgnored,ppErk,pS6K,GrowthFactors_indep,TGFb_indep,Everolimus_indep,AZD_indep,MK2206_indep,ExperimentIndicator_indep
72,18.51681062,12.16510269,45.73685166,6.330935759,1,0.005,1,0,0,1
