,pAkt_1,pAkt_10,pAkt_2,pAkt_3,pAkt_4,pAkt_5,pAkt_6,pAkt_7,pAkt_8,pAkt_9,pS6K_1,pS6K_2,pS6K_3,pS6K_4,pS6K_5,pS6K_6,pS6K_7,pS6K_8,pSmad1_1,pSmad1_2,pSmad1_3,pSmad1_4,pSmad1_5,pSmad1_6,ppErk_1,ppErk_10,ppErk_2,ppErk_3,ppErk_4,ppErk_5,ppErk_6,ppErk_7,ppErk_8,ppErk_9
0,0.0,0.0,0.0,1.0358030252177741e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.737720496616475e-08,1.5668354969022857e-07,0.0,0.0,0.0,0.0,1.9782646631938405e-09,4.959872512699803e-09,0.0,0.0,0.0,0.0,0.0,0.0,1.2647660696529783e-09
1,0.0,0.0,0.0,0.0,0.0,0.00043321705312318604,0.0,0.0,0.000427120232344147,0.0,0.0,0.06057196191666492,0.0,0.06060261334920369,0.0,0.04078337374882324,0.0,0.0,0.0,0.0,0.0,0.0,0.00019313825349343006,0.0,0.0,1.5006662579253316e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,1.0659998483930622e-07,0.0,0.003336439069112185,0.0,0.0,0.0033354328295494007,0.0,0.0,2.9670078589560944e-06,0.0,2.9689945932886985e-06,0.0,1.8994977466491036e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.190686504555117e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,1.4568720970276061e-05,0.0,1.097250173143216e-05,0.0016908238968806888,0.0,0.0,0.0016874461402509588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.02645224950993e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1618794815149158e-10
4,0.0,0.0,1.1464250206372206e-06,8.062547254827912e-08,1.2270504931854997e-06,0.00030624626348269013,0.0,0.0,0.00030668317914417376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3579892765847035e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4358647604240105e-10
5,0.0,0.0,1.4095610634257127e-06,0.0,0.0,0.0018676916067148497,0.0,0.0,0.0018717861459827123,0.0,0.0,0.00018874318922712519,0.0,0.00018853872064994448,0.0,0.00016274369997404392,0.0,0.0,0.0,0.0,0.0,0.0,5.141558412802283e-06,0.0,0.0,6.767493232473498e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5162981981120538e-08
6,0.0,0.0,0.0,1.8659911611429436e-06,0.0,0.0009698778565745414,0.0,0.0,0.00097136313733448,0.0,0.0,1.6683309596032814e-05,0.0,1.6741718383173065e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002723728613815979,0.0,0.0,8.802771844784729e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0009650455247747214,0.0,0.0,0.0009556274001130127,0.0,0.0,0.009512504999790394,0.0,0.009557352865158464,0.0,0.006318783162981845,0.0,0.0,0.0,0.0,0.0,0.0,9.857949393321519e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0016541475190048338,0.0,0.0,0.0016661611726211945,0.0,0.0,9.89475097412651e-08,0.0,1.360983077347555e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7606802177615464e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.61763454748143e-08
9,0.0,0.0,0.0,6.828936906799754e-05,4.900099710170025e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.366317085668925e-09,0.0,0.0,0.0,0.0,0.0,2.170850166294258e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.560671757441014e-10
10,0.0,0.0,0.0,0.0,0.0,0.004662057433125533,0.0,0.0,0.004654732247838744,0.0,0.0,7.054076448298474e-05,0.0,7.064062870654197e-05,0.0,5.5314103605041964e-05,0.0,0.0,0.0,0.0,0.0,0.0,6.441961467373858e-06,0.0,0.0,0.0,2.6716406864579767e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,9.596710863479796e-08,0.0,4.670808238793622e-08,6.533115327876649e-05,0.0,0.0,6.550845248286252e-05,0.0,0.0,0.007147629088606777,0.0,0.007125651607438499,0.0,0.004202172545859639,0.0,0.0,0.0,5.748469820154867e-06,1.1508777335578202e-05,0.0,8.523914964975177e-05,0.0,0.0,1.578632691234816e-08,1.4950103377486812e-08,0.0,2.527206675040361e-06,0.0,0.0,2.5336063345093862e-06,0.0,3.119225766567979e-09
12,0.0,0.0,0.0,0.0,0.0,0.004219632957247921,0.0,0.0,0.00421958538455014,0.0,0.0,0.00018579602502200032,0.0,0.0001857988417270917,0.0,0.00017521151033861315,0.0,0.0,0.0,0.0,2.6770950434240603e-07,0.0,6.892603773422934e-05,0.0,0.0,6.139089236967266e-11,4.376943252282217e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,3.5672744111946153e-09,0.0,0.0,5.693577956986714e-06,2.0485035128695733e-08,0.0,5.210924012200805e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.135212959890168e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0,0.015367325635169848,0.0,0.0,0.015325489141734039,0.0,0.0,1.273298693149627e-07,0.0,1.277054764159402e-07,0.0,0.0,0.0,0.0,0.0,1.1425044377233462e-07,1.717830286906974e-07,0.0,7.860174010332344e-06,0.0,0.0,0.0,1.5869545677560382e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,1.0528549689026168e-07,0.0,0.0,2.707650361282593e-05,0.0,0.0,2.7132206596273967e-05,0.0,0.0,0.00919360016113302,0.0,0.009122965817937256,0.0,0.0005794380634256413,0.0,0.0,0.0,0.0,0.0,0.0,0.00021489312704847663,0.0,0.0,9.373479770147242e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1362999430275522e-10
16,0.0,0.0,0.0,0.00011163083161669363,3.624149255898601e-05,0.018771757958168322,0.0,0.0,0.01877496304615711,0.0,0.0,1.6975280914266477e-06,0.0,1.7233270881433782e-06,0.0,9.279520583049816e-07,0.0,0.0,0.0,2.787814370464048e-07,0.0,0.0,3.606983852932899e-06,0.0,0.0,1.625197785051248e-10,3.0229246829511797e-09,0.0,5.052001259203074e-07,0.0,0.0,5.066718649004368e-07,0.0,0.0
